"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample/Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)",Averaged Sample Runs,"Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
 Standard Deviation 
(µm)","Skewness
 (µm)","Skewness 
Standard Deviation 
(µm)","Kurtosis 
(µm)","Kurtosis
 Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size 
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting 
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
 Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)",,,,,,,
16CCT03-GB236M,9-10,Muddy Sand,N=8,66.23,1.05,3.185,0.042,-0.353,0.003,1.531,0.003,3.917,0.023,1.671,0.019,0.353,0.003,1.531,0.003,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.37,0.51,76.18,0.88,194.34,0.93,59.3,0.6,40.7,0.6,0.0,0.5,3.4,22.7,32.7,20.6,8.0,4.0,2.3,1.9,4.0,,,,,,,
16CCT03-GB236M,10-11,Muddy Sand,N=8,65.48,0.69,3.338,0.014,-0.372,0.004,1.515,0.012,3.933,0.015,1.739,0.006,0.372,0.004,1.515,0.012,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.03,0.15,77.21,0.77,198.89,0.75,59.5,0.5,40.5,0.5,0.0,0.6,3.8,23.5,31.7,19.7,7.9,4.2,2.5,2.0,4.3,,,,,,,
16CCT03-GB236M,11-12,Muddy Sand,N=8,69.88,0.26,3.203,0.006,-0.362,0.002,1.513,0.005,3.839,0.005,1.679,0.003,0.362,0.002,1.513,0.005,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.67,0.11,80.89,0.32,203.76,1.21,61.7,0.1,38.3,0.1,0.0,0.6,4.2,25.1,31.8,19.1,7.4,3.9,2.2,1.9,3.9,,,,,,,
16CCT03-GB236M,12-13,Muddy Sand,N=8,73.55,0.89,3.108,0.011,-0.346,0.002,1.516,0.004,3.765,0.018,1.636,0.005,0.346,0.002,1.516,0.004,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,13.13,0.22,83.53,0.99,209.09,1.93,63.2,0.5,36.8,0.5,0.0,0.6,4.7,25.9,32.0,18.8,6.9,3.6,2.1,1.8,3.7,,,,,,,
16CCT03-GB236M,13-14,Muddy Sand,N=8,73.39,0.15,3.103,0.018,-0.351,0.002,1.515,0.004,3.768,0.003,1.634,0.008,0.351,0.002,1.515,0.004,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,13.09,0.11,83.61,0.14,208.00,1.40,63.3,0.1,36.7,0.1,0.0,0.5,4.6,26.0,32.2,18.6,7.0,3.6,2.1,1.8,3.7,,,,,,,
16CCT03-GB236M,14-15,Muddy Sand,N=8,66.81,0.45,3.278,0.027,-0.367,0.005,1.508,0.012,3.904,0.010,1.713,0.012,0.367,0.005,1.508,0.012,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.80,0.40,78.24,0.20,200.01,0.87,60.2,0.1,39.8,0.1,0.0,0.6,3.8,23.9,31.8,19.5,7.8,4.1,2.3,2.0,4.1,,,,,,,
16CCT03-GB236M,15-16,Muddy Sand,N=8,63.77,0.46,3.412,0.013,-0.374,0.002,1.487,0.003,3.971,0.010,1.771,0.006,0.374,0.002,1.487,0.003,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.33,0.19,75.83,0.38,198.60,0.91,58.5,0.2,41.5,0.2,0.0,0.6,3.8,23.2,30.9,19.8,8.2,4.4,2.6,2.1,4.4,,,,,,,
16CCT03-GB236M,16-17,Muddy Sand,N=8,64.98,1.68,3.393,0.045,-0.365,0.003,1.475,0.006,3.944,0.037,1.762,0.019,0.365,0.003,1.475,0.006,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.80,0.55,76.44,1.36,201.48,2.10,58.8,0.8,41.2,0.8,0.0,0.6,4.1,23.6,30.5,19.8,8.2,4.3,2.5,2.1,4.3,,,,,,,
16CCT03-GB236M,17-18,Muddy Sand,N=8,62.02,1.97,3.371,0.046,-0.353,0.006,1.485,0.012,4.012,0.046,1.753,0.020,0.353,0.006,1.485,0.012,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.67,0.72,72.22,1.59,193.56,3.61,56.5,0.9,43.5,0.9,0.0,0.6,3.4,21.7,30.8,21.3,8.9,4.4,2.5,2.1,4.4,,,,,,,
16CCT03-GB236M,18-19,Muddy Sand,N=8,63.20,1.96,3.355,0.054,-0.362,0.003,1.470,0.009,3.985,0.045,1.746,0.023,0.362,0.003,1.470,0.009,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.97,0.55,74.29,1.72,195.60,2.68,57.7,1.1,42.3,1.1,0.0,0.6,3.5,22.6,30.9,20.5,8.6,4.5,2.5,2.0,4.3,,,,,,,
16CCT03-GB236M,19-20,Muddy Sand,N=8,66.06,0.19,3.268,0.008,-0.356,0.001,1.476,0.002,3.920,0.004,1.708,0.004,0.356,0.001,1.476,0.002,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic,10.90,0.08,76.70,0.17,199.03,0.54,59.1,0.1,40.9,0.1,0.0,0.5,3.9,23.6,31.2,20.1,8.2,4.2,2.3,1.9,4.1,,,,,,,
16CCT03-GB236M,20-21,Muddy Sand,N=8,60.12,0.15,3.368,0.006,-0.355,0.001,1.455,0.011,4.056,0.004,1.752,0.003,0.355,0.001,1.455,0.011,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.50,0.03,70.54,0.17,189.17,0.45,55.5,0.1,44.5,0.1,0.0,0.3,3.2,21.2,30.6,21.6,9.3,4.7,2.6,2.1,4.3,,,,,,,
16CCT03-GB236M,21-22,Muddy Sand,N=8,60.81,0.43,3.378,0.026,-0.357,0.003,1.471,0.001,4.040,0.010,1.756,0.011,0.357,0.003,1.471,0.001,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.43,0.25,71.38,0.26,190.54,0.79,56.0,0.2,44.0,0.2,0.0,0.6,3.2,21.4,30.8,21.4,9.0,4.6,2.6,2.1,4.4,,,,,,,
16CCT03-GB236M,22-23,Muddy Sand,N=8,62.00,1.24,3.425,0.029,-0.361,0.001,1.443,0.004,4.012,0.029,1.776,0.012,0.361,0.001,1.443,0.004,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,9.43,0.42,73.40,1.37,197.56,2.06,57.0,0.8,43.0,0.8,0.0,0.7,3.7,22.4,30.3,20.4,8.9,4.7,2.6,2.1,4.3,,,,,,,
16CCT03-GB236M,23-24,Muddy Sand,N=8,59.01,0.27,3.491,0.010,-0.375,0.003,1.428,0.008,4.083,0.007,1.804,0.004,0.375,0.003,1.428,0.008,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,8.41,0.06,71.16,0.37,190.89,0.80,55.6,0.2,44.4,0.2,0.0,0.5,3.2,21.7,30.2,20.6,9.3,4.9,2.8,2.2,4.6,,,,,,,
16CCT03-GB236M,24-25,Muddy Sand,N=8,54.62,0.26,3.608,0.027,-0.393,0.001,1.423,0.007,4.194,0.007,1.851,0.011,0.393,0.001,1.423,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,6.94,0.14,67.62,0.13,181.62,0.89,53.4,0.1,46.6,0.1,0.0,0.5,2.4,20.4,30.1,21.2,9.6,5.2,3.1,2.5,5.1,,,,,,,
16CCT03-GB236M,25-26,Muddy Sand,N=8,55.43,1.22,3.702,0.021,-0.418,0.007,1.279,0.004,4.174,0.032,1.888,0.008,0.418,0.007,1.279,0.004,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,6.94,0.20,71.37,1.86,187.70,2.33,54.9,0.9,45.1,0.9,0.0,0.5,2.4,23.7,28.4,18.5,10.1,5.8,3.3,2.5,4.9,,,,,,,
16CCT03-GB236M,26-27,Muddy Sand,N=8,51.57,3.32,3.860,0.104,-0.408,0.008,1.222,0.042,4.280,0.093,1.948,0.039,0.408,0.008,1.222,0.042,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,6.10,0.84,66.95,3.02,185.18,6.32,52.4,1.7,47.6,1.7,0.0,0.6,2.3,22.3,27.3,18.6,10.9,6.5,3.6,2.7,5.3,,,,,,,
16CCT03-GB236M,27-28,Sandy Mud,N=8,43.97,2.49,4.107,0.075,-0.419,0.010,1.119,0.022,4.510,0.082,2.038,0.027,0.419,0.010,1.119,0.022,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,4.40,0.42,59.51,3.37,170.46,4.06,48.4,1.7,51.6,1.7,0.0,0.0,1.1,21.0,26.3,18.0,11.9,7.7,4.5,3.2,6.2,,,,,,,
16CCT03-GB236M,28-29,Sandy Mud,N=8,39.02,0.22,4.323,0.014,-0.400,0.001,1.053,0.004,4.680,0.008,2.112,0.005,0.400,0.001,1.053,0.004,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,3.54,0.04,53.17,0.32,164.63,0.58,45.4,0.2,54.6,0.2,0.0,0.0,0.7,19.5,25.1,17.6,12.6,8.7,5.2,3.6,6.9,,,,,,,
16CCT03-GB236M,29-30,Sandy Mud,N=8,35.50,0.16,4.445,0.031,-0.367,0.013,1.027,0.003,4.816,0.007,2.152,0.010,0.367,0.013,1.027,0.003,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,3.10,0.03,47.32,0.82,160.21,2.01,42.3,0.4,57.7,0.4,0.0,0.0,0.7,17.8,23.8,17.8,13.4,9.5,5.7,3.9,7.4,,,,,,,
16CCT03-GB236M,30-31,Sandy Mud,N=8,34.90,1.01,4.501,0.042,-0.374,0.004,1.005,0.010,4.841,0.042,2.170,0.014,0.374,0.004,1.005,0.010,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.97,0.13,47.17,1.33,159.00,1.78,42.4,0.7,57.6,0.7,0.0,0.0,0.5,18.1,23.8,17.4,13.1,9.6,5.9,4.1,7.6,,,,,,,
16CCT03-GB236M,31-32,Sandy Mud,N=8,37.22,0.42,4.389,0.047,-0.395,0.004,1.031,0.007,4.748,0.016,2.134,0.015,0.395,0.004,1.031,0.007,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,3.28,0.10,50.92,0.52,161.24,0.98,44.2,0.2,55.8,0.2,0.0,0.0,0.5,18.9,24.8,17.6,12.7,9.0,5.5,3.8,7.2,,,,,,,
16CCT03-GB236M,32-33,Sandy Mud,N=8,36.36,0.67,4.464,0.024,-0.391,0.003,1.010,0.005,4.782,0.026,2.158,0.008,0.391,0.003,1.010,0.005,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,3.14,0.10,49.88,0.92,161.80,1.32,43.8,0.5,56.2,0.5,0.0,0.0,0.5,19.0,24.3,17.2,12.7,9.3,5.8,4.0,7.3,,,,,,,
16CCT03-GB236M,33-34,Sandy Mud,N=8,36.09,0.90,4.510,0.015,-0.391,0.007,0.998,0.005,4.793,0.036,2.173,0.005,0.391,0.007,0.998,0.005,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,3.08,0.08,49.83,1.48,162.48,2.02,43.9,0.8,56.1,0.8,0.0,0.0,0.6,19.1,24.2,16.8,12.5,9.4,5.9,4.0,7.4,,,,,,,
16CCT03-GB236M,34-35,Sandy Mud,N=8,34.68,0.31,4.563,0.023,-0.391,0.001,0.993,0.002,4.850,0.013,2.190,0.007,0.391,0.001,0.993,0.002,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.85,0.06,48.12,0.40,158.77,0.82,43.1,0.2,56.9,0.2,0.0,0.0,0.5,18.3,24.3,17.0,12.6,9.4,6.0,4.2,7.8,,,,,,,
16CCT03-GB236M,35-36,Sandy Mud,N=8,32.92,0.77,4.596,0.044,-0.373,0.002,0.974,0.008,4.925,0.034,2.200,0.014,0.373,0.002,0.974,0.008,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.73,0.11,45.05,0.94,154.80,1.52,41.3,0.5,58.7,0.5,0.0,0.0,0.4,17.2,23.7,17.1,12.9,9.9,6.4,4.4,8.0,,,,,,,
16CCT03-GB236M,36-37,Sandy Mud,N=8,33.85,0.11,4.584,0.024,-0.375,0.002,0.980,0.003,4.885,0.005,2.196,0.008,0.375,0.002,0.980,0.003,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.82,0.03,46.35,0.18,158.24,1.11,42.2,0.1,57.8,0.1,0.0,0.0,0.5,17.9,23.8,16.8,12.9,9.8,6.3,4.3,7.8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT03-GB237M,0-1,Sandy Mud,N=6,47.17,0.66,2.970,0.069,-0.400,0.011,1.624,0.033,4.406,0.020,1.570,0.033,0.400,0.011,1.624,0.033,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.27,0.35,55.22,0.19,124.98,0.93,43.0,0.3,57.0,0.3,0.0,0.0,0.0,10.0,33.0,30.7,11.9,5.3,2.4,1.9,4.7,,,,,,,
16CCT03-GB237M,1-2,Sandy Mud,N=8,48.99,1.81,2.984,0.077,-0.398,0.008,1.638,0.002,4.352,0.053,1.577,0.037,0.398,0.008,1.638,0.002,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.08,1.12,56.91,1.38,129.05,1.82,44.9,1.3,55.1,1.3,0.0,0.0,0.0,11.2,33.7,29.9,11.2,4.7,2.4,2.0,4.8,,,,,,,
16CCT03-GB237M,2-3,Sandy Mud,N=8,43.29,0.27,3.200,0.021,-0.408,0.003,1.544,0.029,4.530,0.009,1.678,0.010,0.408,0.003,1.544,0.029,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.82,0.12,52.07,0.24,123.95,0.94,40.6,0.1,59.4,0.1,0.0,0.0,0.0,9.7,30.9,29.9,13.0,5.9,2.9,2.3,5.5,,,,,,,
16CCT03-GB237M,3-4,Sandy Mud,N=8,45.94,1.26,3.074,0.044,-0.398,0.008,1.634,0.014,4.445,0.040,1.620,0.021,0.398,0.008,1.634,0.014,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.80,0.57,53.87,0.87,125.31,1.71,42.0,0.8,58.0,0.8,0.0,0.0,0.0,10.1,31.9,30.8,12.1,5.1,2.6,2.2,5.2,,,,,,,
16CCT03-GB237M,4-5,Sandy Mud,N=8,46.99,0.35,3.025,0.005,-0.393,0.002,1.641,0.003,4.412,0.011,1.597,0.003,0.393,0.002,1.641,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.18,0.08,54.69,0.43,126.40,0.56,42.7,0.4,57.3,0.4,0.0,0.0,0.0,10.4,32.3,30.8,11.9,4.9,2.6,2.2,5.0,,,,,,,
16CCT03-GB237M,5-6,Sandy Mud,N=8,48.22,0.32,3.042,0.010,-0.398,0.001,1.626,0.001,4.374,0.010,1.605,0.005,0.398,0.001,1.626,0.001,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.28,0.04,56.32,0.40,129.74,1.03,44.4,0.4,55.6,0.4,0.0,0.0,0.0,11.3,33.1,29.7,11.4,4.8,2.6,2.2,4.9,,,,,,,
16CCT03-GB237M,6-7,Sandy Mud,N=8,50.25,0.39,2.945,0.006,-0.394,0.001,1.642,0.002,4.315,0.011,1.558,0.003,0.394,0.001,1.642,0.002,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.36,0.10,58.04,0.46,130.82,0.64,45.9,0.4,54.1,0.4,0.0,0.0,0.0,11.6,34.3,29.6,10.9,4.5,2.4,2.1,4.6,,,,,,,
16CCT03-GB237M,7-8,Sandy Mud,N=8,53.00,0.09,2.909,0.011,-0.395,0.002,1.642,0.007,4.238,0.002,1.541,0.005,0.395,0.002,1.642,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.49,0.17,60.96,0.04,135.52,0.21,48.6,0.0,51.4,0.0,0.0,0.0,0.0,13.1,35.5,28.3,10.3,4.2,2.2,1.9,4.4,,,,,,,
16CCT03-GB237M,8-9,Muddy Sand,N=8,55.65,1.17,2.867,0.051,-0.383,0.001,1.605,0.003,4.168,0.030,1.519,0.025,0.383,0.001,1.605,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.46,0.73,63.30,1.05,141.02,0.39,50.7,0.9,49.3,0.9,0.0,0.0,0.0,14.9,35.7,27.3,9.8,4.0,2.1,1.9,4.2,,,,,,,
16CCT03-GB237M,9-10,Muddy Sand,N=8,55.50,0.40,2.883,0.026,-0.386,0.004,1.625,0.007,4.171,0.010,1.528,0.013,0.386,0.004,1.625,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.21,0.37,63.25,0.22,140.87,0.38,50.6,0.2,49.4,0.2,0.0,0.0,0.1,14.8,35.8,27.4,9.7,4.0,2.1,1.9,4.3,,,,,,,
16CCT03-GB237M,10-11,Sandy Mud,N=8,53.21,0.07,2.895,0.013,-0.387,0.002,1.633,0.006,4.232,0.002,1.533,0.006,0.387,0.002,1.633,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.54,0.16,60.80,0.05,136.13,0.12,48.5,0.0,51.5,0.0,0.0,0.0,0.0,13.3,35.2,28.5,10.2,4.2,2.2,2.0,4.4,,,,,,,
16CCT03-GB237M,11-12,Sandy Mud,N=8,51.86,0.48,2.921,0.005,-0.390,0.001,1.650,0.011,4.269,0.013,1.547,0.002,0.390,0.001,1.650,0.011,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.00,0.18,59.50,0.49,133.87,1.14,47.3,0.5,52.7,0.5,0.0,0.0,0.0,12.5,34.8,29.1,10.5,4.3,2.3,2.0,4.5,,,,,,,
16CCT03-GB237M,12-13,Sandy Mud,N=8,50.54,0.67,2.988,0.012,-0.399,0.003,1.620,0.018,4.307,0.019,1.579,0.006,0.399,0.003,1.620,0.018,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.48,0.14,58.88,0.46,133.50,1.00,46.8,0.4,53.2,0.4,0.0,0.0,0.0,12.4,34.4,28.6,10.8,4.7,2.4,2.0,4.6,,,,,,,
16CCT03-GB237M,13-14,Sandy Mud,N=8,50.35,0.04,3.010,0.009,-0.403,0.001,1.625,0.004,4.312,0.001,1.590,0.004,0.403,0.001,1.625,0.004,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.94,0.06,58.87,0.06,133.49,0.49,46.8,0.1,53.2,0.1,0.0,0.0,0.0,12.4,34.4,28.6,10.7,4.6,2.5,2.2,4.7,,,,,,,
16CCT03-GB237M,14-15,Sandy Mud,N=8,50.76,0.36,2.964,0.028,-0.399,0.004,1.643,0.001,4.300,0.010,1.568,0.014,0.399,0.004,1.643,0.001,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.34,0.31,58.87,0.12,132.43,0.29,46.7,0.1,53.3,0.1,0.0,0.0,0.0,12.1,34.6,29.0,10.7,4.5,2.4,2.1,4.7,,,,,,,
16CCT03-GB237M,15-16,Sandy Mud,N=8,51.20,0.35,2.996,0.007,-0.400,0.001,1.621,0.008,4.288,0.010,1.583,0.003,0.400,0.001,1.621,0.008,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.19,0.12,59.61,0.38,134.97,0.78,47.5,0.3,52.5,0.3,0.0,0.0,0.0,12.9,34.6,28.3,10.6,4.5,2.4,2.1,4.7,,,,,,,
16CCT03-GB237M,16-17,Sandy Mud,N=8,53.41,0.37,2.954,0.034,-0.392,0.005,1.619,0.006,4.227,0.010,1.563,0.016,0.392,0.005,1.619,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.15,0.45,61.51,0.07,138.83,0.49,49.2,0.1,50.8,0.1,0.0,0.0,0.0,14.1,35.0,27.7,10.2,4.2,2.3,2.0,4.5,,,,,,,
16CCT03-GB237M,17-18,Muddy Sand,N=8,54.62,0.96,2.965,0.019,-0.390,0.002,1.617,0.020,4.195,0.025,1.568,0.009,0.390,0.002,1.617,0.020,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.19,0.25,62.80,0.77,142.45,1.06,50.2,0.6,49.8,0.6,0.0,0.0,0.1,15.1,35.1,27.1,9.8,4.1,2.3,2.0,4.4,,,,,,,
16CCT03-GB237M,18-19,Sandy Mud,N=8,52.41,1.38,2.968,0.080,-0.391,0.013,1.595,0.004,4.255,0.038,1.569,0.039,0.391,0.013,1.595,0.004,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.98,1.24,60.61,0.62,137.80,0.79,48.4,0.5,51.6,0.5,0.0,0.0,0.0,13.7,34.6,27.8,10.6,4.4,2.3,2.0,4.5,,,,,,,
16CCT03-GB237M,19-20,Sandy Mud,N=8,50.87,2.95,3.184,0.166,-0.422,0.019,1.582,0.023,4.300,0.084,1.669,0.075,0.422,0.019,1.582,0.023,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.36,2.10,61.31,1.52,141.03,1.22,49.0,1.2,51.0,1.2,0.0,0.0,0.1,14.7,34.3,26.2,10.0,4.4,2.7,2.6,5.1,,,,,,,
16CCT03-GB237M,20-21,Sandy Mud,N=8,45.08,5.30,3.196,0.121,-0.390,0.023,1.340,0.249,4.481,0.170,1.675,0.054,0.390,0.023,1.340,0.249,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.88,0.55,54.48,5.18,133.50,3.47,43.9,3.7,56.1,3.7,0.0,0.0,0.0,12.4,31.5,25.5,12.5,8.0,3.4,2.1,4.7,,,,,,,
16CCT03-GB237M,21-22,Sandy Mud,N=8,50.10,0.18,3.120,0.013,-0.410,0.002,1.582,0.002,4.319,0.005,1.642,0.006,0.410,0.002,1.582,0.002,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.00,0.14,59.56,0.07,137.61,0.08,47.5,0.1,52.5,0.1,0.0,0.0,0.0,13.6,33.9,27.3,10.6,4.7,2.7,2.3,4.9,,,,,,,
16CCT03-GB237M,22-23,Sandy Mud,N=8,50.09,0.49,3.071,0.019,-0.405,0.001,1.583,0.011,4.319,0.014,1.619,0.009,0.405,0.001,1.583,0.011,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.60,0.09,59.20,0.40,136.32,0.23,47.2,0.3,52.8,0.3,0.0,0.0,0.0,13.2,34.0,27.6,10.8,4.8,2.5,2.2,4.8,,,,,,,
16CCT03-GB237M,23-24,Sandy Mud,N=8,52.07,0.91,3.003,0.071,-0.397,0.011,1.603,0.007,4.264,0.025,1.586,0.034,0.397,0.011,1.603,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.54,0.90,60.57,0.33,138.01,0.21,48.3,0.3,51.7,0.3,0.0,0.0,0.0,13.8,34.5,27.7,10.5,4.5,2.4,2.1,4.6,,,,,,,
16CCT03-GB237M,24-25,Sandy Mud,N=8,49.38,1.61,3.105,0.088,-0.404,0.008,1.594,0.013,4.341,0.047,1.634,0.041,0.404,0.008,1.594,0.013,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.08,0.94,58.36,0.99,135.53,0.66,46.5,0.8,53.5,0.8,0.0,0.0,0.0,12.9,33.5,28.0,10.9,4.7,2.6,2.3,5.0,,,,,,,
16CCT03-GB237M,25-26,Sandy Mud,N=8,48.98,1.00,3.145,0.050,-0.415,0.003,1.587,0.016,4.352,0.029,1.653,0.023,0.415,0.003,1.587,0.016,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.56,0.43,58.65,0.71,135.61,0.48,46.7,0.6,53.3,0.6,0.0,0.0,0.0,13.0,33.7,27.6,10.7,4.8,2.7,2.4,5.1,,,,,,,
16CCT03-GB237M,26-27,Sandy Mud,N=8,43.28,4.46,3.260,0.117,-0.399,0.025,1.334,0.234,4.538,0.149,1.704,0.052,0.399,0.025,1.334,0.234,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,7.11,0.39,53.18,4.33,130.90,2.49,42.7,3.0,57.3,3.0,0.0,0.0,0.0,11.6,31.1,26.1,12.4,8.0,3.7,2.2,4.9,,,,,,,
16CCT03-GB237M,27-28,Sandy Mud,N=8,51.46,0.11,3.101,0.010,-0.406,0.002,1.583,0.003,4.280,0.003,1.633,0.005,0.406,0.002,1.583,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.45,0.11,60.81,0.08,140.23,0.44,48.6,0.1,51.4,0.1,0.0,0.0,0.1,14.4,34.1,26.8,10.4,4.6,2.6,2.2,4.8,,,,,,,
16CCT03-GB237M,28-29,Sandy Mud,N=8,51.34,0.52,3.097,0.010,-0.407,0.001,1.574,0.008,4.284,0.015,1.631,0.005,0.407,0.001,1.574,0.008,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.50,0.16,60.68,0.53,139.70,0.73,48.5,0.4,51.5,0.4,0.0,0.0,0.0,14.3,34.1,26.8,10.5,4.6,2.6,2.2,4.8,,,,,,,
16CCT03-GB237M,29-30,Sandy Mud,N=8,50.72,1.04,3.104,0.017,-0.406,0.001,1.579,0.008,4.302,0.029,1.634,0.008,0.406,0.001,1.579,0.008,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.32,0.34,60.00,1.02,138.76,1.76,47.9,0.9,52.1,0.9,0.0,0.0,0.0,14.0,33.9,27.1,10.6,4.7,2.6,2.2,4.9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
