study_id,site_id,core_id,Class,Sedimentar
Bukoski_et_al_2020,Pak_Panang_Mangrove_193,Pak_Panang_Mangrove_193_642,Estuary,Terrigenous
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_643,Estuary,Terrigenous
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_644,Estuary,Terrigenous
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_645,Estuary,Terrigenous
Bukoski_et_al_2020,Pak_Panang_Mangrove_194,Pak_Panang_Mangrove_194_646,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_648,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_649,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_650,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_195,Palian_River_Estuary_195_651,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_196,Palian_River_Estuary_196_652,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_196,Palian_River_Estuary_196_653,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_196,Palian_River_Estuary_196_654,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_197,Palian_River_Estuary_197_655,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_197,Palian_River_Estuary_197_656,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_658,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_659,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_660,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_198,Palian_River_Estuary_198_661,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_199,Palian_River_Estuary_199_663,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_199,Palian_River_Estuary_199_664,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_199,Palian_River_Estuary_199_665,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_667,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_668,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_669,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_200,Palian_River_Estuary_200_670,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_671,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_672,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_673,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_674,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_675,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_201,Palian_River_Estuary_201_676,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_202,Palian_River_Estuary_202_680,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_681,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_682,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_683,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_203,Palian_River_Estuary_203_684,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_685,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_686,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_687,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_689,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_690,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_691,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_692,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_693,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_694,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_695,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_696,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_703,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_704,Estuary,Terrigenous
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_705,Estuary,Terrigenous
Bulmer_et_al_2016,RHB16 Whangateau,M0514,OpenCoast,Terrigenous
Bulmer_et_al_2016,RHB16 Whangamata,M0517,Lagoon,Terrigenous
C._Sanders_Submitted_to_ECSS,CJS ECSS Submit Core C,M1127,Lagoon,Terrigenous
C._Sanders_Submitted_to_ECSS,CJS ECSS Submit Core D,M1128,Lagoon,Terrigenous
C._Sanders_Unpublished,CJS Unpublished Ballina,M1076,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished Botany Bay B1,M1078,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished Botany Bay BB,M1079,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished Botany Bay S1,M1080,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P1-1,M1109,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P1-2,M1110,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P1-3,M1111,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P1-4,M1112,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P1-5,M1113,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P1-6,M1114,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P2-1,M1115,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P2-2,M1116,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P2-3,M1117,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P2-4,M1118,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P2-5,M1119,Estuary,Terrigenous
C._Sanders_Unpublished,CJS Unpublished P2-6,M1120,Estuary,Terrigenous
Cahoon_and_Lynch_1997,DRC97 Basin,M1303,Lagoon,Terrigenous
Callaway_et_al_1997,JCC97 Black mangroves,M0972,Lagoon,Terrigenous
Cardona_and_Botero_1998,PC98 RIN,M1301,Delta,Terrigenous
Ceron-Breton_et_al_2011,JGCB11 SA1,M0430,OpenCoast,Carbonate
Ceron-Breton_et_al_2011,JGCB11 SA2,M0431,OpenCoast,Carbonate
Ceron-Breton_et_al_2011,JGCB11 SA3,M0432,OpenCoast,Carbonate
Ceron-Breton_et_al_2011,JGCB11 SA4,M0433,OpenCoast,Carbonate
Ceron-Breton_et_al_2011,JGCB11 SA5,M0434,OpenCoast,Carbonate
Ceron-Breton_et_al_2011,JGCB11 SA6,M0435,OpenCoast,Carbonate
Chanda_et_al_2013,AC13 JK LW,M0221,Delta,Terrigenous
Chen_and_Twilley_1999,RC99 S1,M0018,Lagoon,Terrigenous
Chen_and_Twilley_1999,RC99 S3,M0019,Lagoon,Carbonate
Chen_and_Twilley_1999,RC99 S4,M0020,Lagoon,Carbonate
Chen_et_al_2010,NFYT10 FT SW,M0226,Estuary,Terrigenous
Chen_et_al_2010,NFYT10 MP LW,M0227,Estuary,Terrigenous
Chen_et_al_2010,NFYT10 MP SW,M0228,Estuary,Terrigenous
Chen_et_al_2012,GC12 LW,M0203,Estuary,Terrigenous
Chen_et_al_2012,GC12 MZ,M0204,Estuary,Terrigenous
Chen_et_al_2012,GC12 SW,M0205,Estuary,Terrigenous
Chen_et_al_2014,GC14 Likupang LW,M0206,OpenCoast,Terrigenous
Chen_et_al_2014,GC14 Likupang MZ,M0207,OpenCoast,Terrigenous
Chen_et_al_2014,GC14 Likupang SW,M0208,OpenCoast,Terrigenous
Chen_et_al_2014,GC14 Teremaal MZ,M0210,OpenCoast,Terrigenous
Chen_et_al_2014,GC14 Teremaal SW,M0211,OpenCoast,Terrigenous
Chen_et_al_2014,GC14 Kema LW,M0212,OpenCoast,Terrigenous
Chen_et_al_2014,GC14 Kema MZ,M0213,OpenCoast,Terrigenous
Chen_et_al_2014,GC14 Kema SW,M0214,OpenCoast,Terrigenous
Chen_et_al_2016,GC16 XG,M0234,Estuary,Terrigenous
Chen_et_al_2016,GC16 HMI,M0235,Estuary,Terrigenous
Chmura_et_al_2003,GLC03CL Rookery Bay 1,M0973,Lagoon,Terrigenous
Chmura_et_al_2003,GLC03CL Rookery Bay 2,M0974,Lagoon,Terrigenous
Cifuentes_et_al_2023_Panama,Boca del Río,Boca del Río_1,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca del Río,Boca del Río_2,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca del Río,Boca del Río_3,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca del Río,Boca del Río_4,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca del Río,Boca del Río_5,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca del Río,Boca del Río_6,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca Ternero,Boca Ternero_1,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca Ternero,Boca Ternero_2,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca Ternero,Boca Ternero_3,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Boca Ternero,Boca Ternero_4,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Resbaloso,Resbaloso_1,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Resbaloso,Resbaloso_2,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Resbaloso,Resbaloso_3,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Resbaloso,Resbaloso_4,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Resbaloso,Resbaloso_5,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Resbaloso,Resbaloso_6,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Limones,Limones_1,OpenCoast,Terrigenous
Cifuentes_et_al_2023_Panama,Limones,Limones_2,OpenCoast,Terrigenous
Cifuentes_et_al_2023_Panama,Limones,Limones_3,OpenCoast,Terrigenous
Cifuentes_et_al_2023_Panama,Limones,Limones_4,OpenCoast,Terrigenous
Cifuentes_et_al_2023_Panama,Limones,Limones_5,OpenCoast,Terrigenous
Cifuentes_et_al_2023_Panama,Limones,Limones_6,OpenCoast,Terrigenous
Cifuentes_et_al_2023_Panama,Las Matita,Las Matita_5,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Las Matita,Las Matita_6,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Las Matita,Las Matita_3,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Las Matita,Las Matita_4,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Las Matita,Las Matita_1,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Las Matita,Las Matita_2,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Isla Mono,Isla Mono_1,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Isla Mono,Isla Mono_2,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Isla Mono,Isla Mono_3,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Isla Mono,Isla Mono_4,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Isla Mono,Isla Mono_5,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Isla Mono,Isla Mono_6,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,El Río,El Río_1,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,El Río,El Río_2,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,El Río,El Río_3,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,El Río,El Río_4,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,El Río,El Río_5,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,El Río,El Río_6,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Batipa,Batipa_1,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Batipa,Batipa_2,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Batipa,Batipa_3,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Batipa,Batipa_5,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Batipa,Batipa_6,Estuary,Terrigenous
Cifuentes_et_al_2023_Panama,Batipa,Batipa_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Bebedero,Bebedero_Manglar_4_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Buenaventura,Buenaventura_Manglar_2_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Colorado,Colorado_Manglar_1_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_8_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Isla Chira,Isla Chira_Manglar_9_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jesús,Jesús_Manglar_5_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Jicaral,Jicaral_Manglar_12_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Lepanto,Lepanto_Manglar_13_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Níspero,Níspero_Manglar_3_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_1,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_2,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_3,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_4,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_5,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Paquera,Paquera_Manglar_14_6,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_1,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_2,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_3,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_4,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_5,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_6_6,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_1,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_2,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_3,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_4,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_5,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Puntarenas,Puntarenas_Manglar_7_6,OpenCoast,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_10_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_10_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_10_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_10_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_10_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_10_6,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_11_1,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_11_2,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_11_3,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_11_4,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_11_5,Estuary,Terrigenous
Cifuentes_et_al_2024_Nicoya,Thiel,Thiel_Manglar_11_6,Estuary,Terrigenous
Cifuentes_Unpublished,MCU Sierpe1,M0736,Delta,Terrigenous
Cifuentes_Unpublished,MCU Sierpe2,M0737,Delta,Terrigenous
Cifuentes_Unpublished,MCU Sierpe3,M0738,Delta,Terrigenous
Cifuentes_Unpublished,MCU Sierpe4,M0739,Delta,Terrigenous
Cifuentes_Unpublished,MCU Sierpe5,M0740,Delta,Terrigenous
Cifuentes_Unpublished,MCU Sierpe8,M0743,Delta,Terrigenous
Cifuentes_Unpublished,MCU Guarumal9,M0744,Delta,Terrigenous
Cifuentes_Unpublished,MCU Guarumal11,M0746,Delta,Terrigenous
Cifuentes_Unpublished,MCU Guarumal12,M0747,Delta,Terrigenous
Cifuentes_Unpublished,MCU Guarumal14,M0749,Delta,Terrigenous
Cifuentes_Unpublished,MCU Zacate17,M0752,Delta,Terrigenous
Cifuentes_Unpublished,MCU Zacate18,M0753,Delta,Terrigenous
Cifuentes_Unpublished,MCU Zacate19,M0754,Delta,Terrigenous
Cifuentes_Unpublished,MCU Zacate20,M0755,Delta,Terrigenous
Cifuentes_Unpublished,MCU Zacate21,M0756,Delta,Terrigenous
Cifuentes_Unpublished,MCU Zacate22,M0757,Delta,Terrigenous
Cifuentes_Unpublished,MCU Térraba26,M0761,Delta,Terrigenous
Cifuentes_Unpublished,MCU Térraba27,M0762,Delta,Terrigenous
Cifuentes_Unpublished,MCU Térraba28,M0763,Delta,Terrigenous
Cifuentes_Unpublished,MCU NicoyaBuenaventura,M0765,Estuary,Terrigenous
Cifuentes_Unpublished,MCU NicoyaNíspero,M0766,Estuary,Terrigenous
Cifuentes_Unpublished,MCU NicoyaPuntarenas 2,M0770,OpenCoast,Terrigenous
Cifuentes_Unpublished,MCU NicoyaIsla Chira 1,M0771,Estuary,Terrigenous
Cifuentes_Unpublished,MCU NicoyaIsla Chira 2,M0772,Estuary,Terrigenous
Cifuentes_Unpublished,MCU NicoyaThiel 2,M0774,Estuary,Terrigenous
Cifuentes_Unpublished,MCU NicoyaJicaral,M0775,Estuary,Terrigenous
Cifuentes_Unpublished,MCU NicoyaPaquera,M0777,OpenCoast,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco18,M0790,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco19,M0791,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco21,M0793,Estuary,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco22,M0794,Estuary,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco28,M0795,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco29,M0796,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco30,M0797,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco31,M0798,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco32,M0799,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco23,M0800,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco25,M0802,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco27,M0804,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco7,M0805,Estuary,Terrigenous
Cifuentes_Unpublished,MCU Jiquilisco9,M0806,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque2,M0807,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque8,M0808,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque9,M0809,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque11,M0811,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque4,M0812,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque5,M0813,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque6,M0814,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque16,M0815,Lagoon,Terrigenous
Cifuentes_Unpublished,MCU Jaltepeque18,M0817,Lagoon,Terrigenous
Costa_et_al_2023,Galapagos-Carthago Grande (CG)-II,Galapagos-Carthago Grande (CG)-II-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Carthago Chica (CC)-I,Galapagos-Carthago Chica (CC)-I-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Carthago Chica (CC)-II,Galapagos-Carthago Chica (CC)-II-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Carthago Chica (CC)-III,Galapagos-Carthago Chica (CC)-III-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Poza de Patillos (PP)-II,Galapagos-Poza de Patillos (PP)-II-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Punta Mangle (PM)-I,Galapagos-Punta Mangle (PM)-I-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Urvina (U)-I,Galapagos-Urvina (U)-I-2,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Canones (CAN)-I,Galapagos-Canones (CAN)-I-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Elizabeth (E)-I,Galapagos-Elizabeth (E)-I-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-1,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-2,OpenCoast,Terrigenous
Costa_et_al_2023,Galapagos-Baleado (B)-I,Galapagos-Baleado (B)-I-3,OpenCoast,Terrigenous
