"","Source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"130","Gorham et al 2021","CG CO27","CO27","Saltmarsh",-35.0001405,116.8121519,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.25,"https://doi.org/10.1007/s10021-020-00520-9"
"131","Gorham et al 2021","CG CO27","CO27","Saltmarsh",-35.0001405,116.8121519,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.03,"https://doi.org/10.1007/s10021-020-00520-9"
"132","Gorham et al 2021","CG CO27","CO27","Saltmarsh",-35.0001405,116.8121519,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.36,"https://doi.org/10.1007/s10021-020-00520-9"
"133","Gorham et al 2021","CG CO28","CO28","Saltmarsh",-34.99998527,116.8117387,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.14,"https://doi.org/10.1007/s10021-020-00520-9"
"134","Gorham et al 2021","CG CO28","CO28","Saltmarsh",-34.99998527,116.8117387,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.22,"https://doi.org/10.1007/s10021-020-00520-9"
"135","Gorham et al 2021","CG CO28","CO28","Saltmarsh",-34.99998527,116.8117387,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.18,"https://doi.org/10.1007/s10021-020-00520-9"
"136","Gorham et al 2021","CG CO28","CO28","Saltmarsh",-34.99998527,116.8117387,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.28,"https://doi.org/10.1007/s10021-020-00520-9"
"137","Gorham et al 2021","CG CO28","CO28","Saltmarsh",-34.99998527,116.8117387,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,0.81,"https://doi.org/10.1007/s10021-020-00520-9"
"138","Gorham et al 2021","CG CO28","CO28","Saltmarsh",-34.99998527,116.8117387,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,0.86,"https://doi.org/10.1007/s10021-020-00520-9"
"139","Gorham et al 2021","CG CO28","CO28","Saltmarsh",-34.99998527,116.8117387,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,0.78,"https://doi.org/10.1007/s10021-020-00520-9"
"140","Gorham et al 2021","CG CO29","CO29","Saltmarsh",-35.023692,116.736328,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,1.01,"https://doi.org/10.1007/s10021-020-00520-9"
"141","Gorham et al 2021","CG CO29","CO29","Saltmarsh",-35.023692,116.736328,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.08,"https://doi.org/10.1007/s10021-020-00520-9"
"142","Gorham et al 2021","CG CO29","CO29","Saltmarsh",-35.023692,116.736328,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.83,"https://doi.org/10.1007/s10021-020-00520-9"
"143","Gorham et al 2021","CG CO29","CO29","Saltmarsh",-35.023692,116.736328,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.13,"https://doi.org/10.1007/s10021-020-00520-9"
"144","Gorham et al 2021","CG CO29","CO29","Saltmarsh",-35.023692,116.736328,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.22,"https://doi.org/10.1007/s10021-020-00520-9"
"145","Gorham et al 2021","CG CO29","CO29","Saltmarsh",-35.023692,116.736328,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.23,"https://doi.org/10.1007/s10021-020-00520-9"
"146","Gorham et al 2021","CG CO29","CO29","Saltmarsh",-35.023692,116.736328,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.37,"https://doi.org/10.1007/s10021-020-00520-9"
"147","Gorham et al 2021","CG CO3","CO3","Saltmarsh",-33.9233599,120.0561372,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.7,"https://doi.org/10.1007/s10021-020-00520-9"
"148","Gorham et al 2021","CG CO3","CO3","Saltmarsh",-33.9233599,120.0561372,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.43,"https://doi.org/10.1007/s10021-020-00520-9"
"149","Gorham et al 2021","CG CO3","CO3","Saltmarsh",-33.9233599,120.0561372,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.45,"https://doi.org/10.1007/s10021-020-00520-9"
"150","Gorham et al 2021","CG CO3","CO3","Saltmarsh",-33.9233599,120.0561372,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.64,"https://doi.org/10.1007/s10021-020-00520-9"
"151","Gorham et al 2021","CG CO3","CO3","Saltmarsh",-33.9233599,120.0561372,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.47,"https://doi.org/10.1007/s10021-020-00520-9"
"152","Gorham et al 2021","CG CO3","CO3","Saltmarsh",-33.9233599,120.0561372,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.47,"https://doi.org/10.1007/s10021-020-00520-9"
"153","Gorham et al 2021","CG CO3","CO3","Saltmarsh",-33.9233599,120.0561372,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.35,"https://doi.org/10.1007/s10021-020-00520-9"
"154","Gorham et al 2021","CG CO30","CO30","Saltmarsh",-35.021561,116.736175,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.97,"https://doi.org/10.1007/s10021-020-00520-9"
"155","Gorham et al 2021","CG CO30","CO30","Saltmarsh",-35.021561,116.736175,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.93,"https://doi.org/10.1007/s10021-020-00520-9"
"156","Gorham et al 2021","CG CO30","CO30","Saltmarsh",-35.021561,116.736175,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.02,"https://doi.org/10.1007/s10021-020-00520-9"
"157","Gorham et al 2021","CG CO30","CO30","Saltmarsh",-35.021561,116.736175,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.07,"https://doi.org/10.1007/s10021-020-00520-9"
"158","Gorham et al 2021","CG CO30","CO30","Saltmarsh",-35.021561,116.736175,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.08,"https://doi.org/10.1007/s10021-020-00520-9"
"159","Gorham et al 2021","CG CO30","CO30","Saltmarsh",-35.021561,116.736175,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.18,"https://doi.org/10.1007/s10021-020-00520-9"
"160","Gorham et al 2021","CG CO31","CO31","Saltmarsh",-34.998617,116.710761,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,1.31,"https://doi.org/10.1007/s10021-020-00520-9"
"161","Gorham et al 2021","CG CO31","CO31","Saltmarsh",-34.998617,116.710761,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.06,"https://doi.org/10.1007/s10021-020-00520-9"
"162","Gorham et al 2021","CG CO31","CO31","Saltmarsh",-34.998617,116.710761,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.35,"https://doi.org/10.1007/s10021-020-00520-9"
"163","Gorham et al 2021","CG CO31","CO31","Saltmarsh",-34.998617,116.710761,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.43,"https://doi.org/10.1007/s10021-020-00520-9"
"164","Gorham et al 2021","CG CO31","CO31","Saltmarsh",-34.998617,116.710761,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.42,"https://doi.org/10.1007/s10021-020-00520-9"
"165","Gorham et al 2021","CG CO31","CO31","Saltmarsh",-34.998617,116.710761,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,0.78,"https://doi.org/10.1007/s10021-020-00520-9"
"166","Gorham et al 2021","CG CO31","CO31","Saltmarsh",-34.998617,116.710761,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.4,"https://doi.org/10.1007/s10021-020-00520-9"
"167","Gorham et al 2021","CG CO32","CO32","Saltmarsh",-34.99812254,116.7106463,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.69,"https://doi.org/10.1007/s10021-020-00520-9"
"168","Gorham et al 2021","CG CO32","CO32","Saltmarsh",-34.99812254,116.7106463,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.83,"https://doi.org/10.1007/s10021-020-00520-9"
"169","Gorham et al 2021","CG CO32","CO32","Saltmarsh",-34.99812254,116.7106463,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.29,"https://doi.org/10.1007/s10021-020-00520-9"
"170","Gorham et al 2021","CG CO32","CO32","Saltmarsh",-34.99812254,116.7106463,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.36,"https://doi.org/10.1007/s10021-020-00520-9"
"171","Gorham et al 2021","CG CO32","CO32","Saltmarsh",-34.99812254,116.7106463,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.35,"https://doi.org/10.1007/s10021-020-00520-9"
"172","Gorham et al 2021","CG CO32","CO32","Saltmarsh",-34.99812254,116.7106463,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.43,"https://doi.org/10.1007/s10021-020-00520-9"
"173","Gorham et al 2021","CG CO32","CO32","Saltmarsh",-34.99812254,116.7106463,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.27,"https://doi.org/10.1007/s10021-020-00520-9"
"174","Gorham et al 2021","CG CO33","CO33","Saltmarsh",-34.31790921,115.1763482,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.78,"https://doi.org/10.1007/s10021-020-00520-9"
"175","Gorham et al 2021","CG CO33","CO33","Saltmarsh",-34.31790921,115.1763482,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.11,"https://doi.org/10.1007/s10021-020-00520-9"
"176","Gorham et al 2021","CG CO33","CO33","Saltmarsh",-34.31790921,115.1763482,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.18,"https://doi.org/10.1007/s10021-020-00520-9"
"177","Gorham et al 2021","CG CO33","CO33","Saltmarsh",-34.31790921,115.1763482,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.17,"https://doi.org/10.1007/s10021-020-00520-9"
"178","Gorham et al 2021","CG CO33","CO33","Saltmarsh",-34.31790921,115.1763482,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,0.94,"https://doi.org/10.1007/s10021-020-00520-9"
"179","Gorham et al 2021","CG CO33","CO33","Saltmarsh",-34.31790921,115.1763482,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.02,"https://doi.org/10.1007/s10021-020-00520-9"
"180","Gorham et al 2021","CG CO33","CO33","Saltmarsh",-34.31790921,115.1763482,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.15,"https://doi.org/10.1007/s10021-020-00520-9"
"181","Gorham et al 2021","CG CO34","CO34","Saltmarsh",-34.31792412,115.1766537,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.76,"https://doi.org/10.1007/s10021-020-00520-9"
"182","Gorham et al 2021","CG CO34","CO34","Saltmarsh",-34.31792412,115.1766537,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.19,"https://doi.org/10.1007/s10021-020-00520-9"
"183","Gorham et al 2021","CG CO34","CO34","Saltmarsh",-34.31792412,115.1766537,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.36,"https://doi.org/10.1007/s10021-020-00520-9"
"184","Gorham et al 2021","CG CO34","CO34","Saltmarsh",-34.31792412,115.1766537,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.26,"https://doi.org/10.1007/s10021-020-00520-9"
"185","Gorham et al 2021","CG CO34","CO34","Saltmarsh",-34.31792412,115.1766537,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.25,"https://doi.org/10.1007/s10021-020-00520-9"
"186","Gorham et al 2021","CG CO34","CO34","Saltmarsh",-34.31792412,115.1766537,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,0.41,"https://doi.org/10.1007/s10021-020-00520-9"
"187","Gorham et al 2021","CG CO34","CO34","Saltmarsh",-34.31792412,115.1766537,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,0.41,"https://doi.org/10.1007/s10021-020-00520-9"
"188","Gorham et al 2021","CG CO35","CO35","Saltmarsh",-34.287592,115.1619,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.39,"https://doi.org/10.1007/s10021-020-00520-9"
"189","Gorham et al 2021","CG CO35","CO35","Saltmarsh",-34.287592,115.1619,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.58,"https://doi.org/10.1007/s10021-020-00520-9"
"190","Gorham et al 2021","CG CO35","CO35","Saltmarsh",-34.287592,115.1619,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.61,"https://doi.org/10.1007/s10021-020-00520-9"
"191","Gorham et al 2021","CG CO35","CO35","Saltmarsh",-34.287592,115.1619,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.4,"https://doi.org/10.1007/s10021-020-00520-9"
"192","Gorham et al 2021","CG CO35","CO35","Saltmarsh",-34.287592,115.1619,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.64,"https://doi.org/10.1007/s10021-020-00520-9"
"193","Gorham et al 2021","CG CO35","CO35","Saltmarsh",-34.287592,115.1619,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.26,"https://doi.org/10.1007/s10021-020-00520-9"
"194","Gorham et al 2021","CG CO36","CO36","Saltmarsh",-34.287597,115.161789,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.16,"https://doi.org/10.1007/s10021-020-00520-9"
"195","Gorham et al 2021","CG CO36","CO36","Saltmarsh",-34.287597,115.161789,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.2,"https://doi.org/10.1007/s10021-020-00520-9"
"196","Gorham et al 2021","CG CO36","CO36","Saltmarsh",-34.287597,115.161789,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.5,"https://doi.org/10.1007/s10021-020-00520-9"
"197","Gorham et al 2021","CG CO36","CO36","Saltmarsh",-34.287597,115.161789,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.27,"https://doi.org/10.1007/s10021-020-00520-9"
"198","Gorham et al 2021","CG CO36","CO36","Saltmarsh",-34.287597,115.161789,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.21,"https://doi.org/10.1007/s10021-020-00520-9"
"199","Gorham et al 2021","CG CO36","CO36","Saltmarsh",-34.287597,115.161789,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.41,"https://doi.org/10.1007/s10021-020-00520-9"
"200","Gorham et al 2021","CG CO36","CO36","Saltmarsh",-34.287597,115.161789,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.29,"https://doi.org/10.1007/s10021-020-00520-9"
"201","Gorham et al 2021","CG CO37","CO37","Saltmarsh",-34.26121454,115.198949,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.13,"https://doi.org/10.1007/s10021-020-00520-9"
"202","Gorham et al 2021","CG CO37","CO37","Saltmarsh",-34.26121454,115.198949,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.15,"https://doi.org/10.1007/s10021-020-00520-9"
"203","Gorham et al 2021","CG CO37","CO37","Saltmarsh",-34.26121454,115.198949,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.93,"https://doi.org/10.1007/s10021-020-00520-9"
"204","Gorham et al 2021","CG CO37","CO37","Saltmarsh",-34.26121454,115.198949,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.03,"https://doi.org/10.1007/s10021-020-00520-9"
"205","Gorham et al 2021","CG CO37","CO37","Saltmarsh",-34.26121454,115.198949,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.17,"https://doi.org/10.1007/s10021-020-00520-9"
"206","Gorham et al 2021","CG CO37","CO37","Saltmarsh",-34.26121454,115.198949,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.44,"https://doi.org/10.1007/s10021-020-00520-9"
"207","Gorham et al 2021","CG CO38","CO38","Saltmarsh",-34.26137117,115.1993352,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.38,"https://doi.org/10.1007/s10021-020-00520-9"
"208","Gorham et al 2021","CG CO38","CO38","Saltmarsh",-34.26137117,115.1993352,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.36,"https://doi.org/10.1007/s10021-020-00520-9"
"209","Gorham et al 2021","CG CO38","CO38","Saltmarsh",-34.26137117,115.1993352,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.4,"https://doi.org/10.1007/s10021-020-00520-9"
"210","Gorham et al 2021","CG CO38","CO38","Saltmarsh",-34.26137117,115.1993352,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,0.95,"https://doi.org/10.1007/s10021-020-00520-9"
"211","Gorham et al 2021","CG CO38","CO38","Saltmarsh",-34.26137117,115.1993352,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.13,"https://doi.org/10.1007/s10021-020-00520-9"
"212","Gorham et al 2021","CG CO38","CO38","Saltmarsh",-34.26137117,115.1993352,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.1,"https://doi.org/10.1007/s10021-020-00520-9"
"213","Gorham et al 2021","CG CO38","CO38","Saltmarsh",-34.26137117,115.1993352,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,0.53,"https://doi.org/10.1007/s10021-020-00520-9"
"214","Gorham et al 2021","CG CO39","CO39","Saltmarsh",-33.644943,115.402661,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.9,"https://doi.org/10.1007/s10021-020-00520-9"
"215","Gorham et al 2021","CG CO39","CO39","Saltmarsh",-33.644943,115.402661,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.25,"https://doi.org/10.1007/s10021-020-00520-9"
"216","Gorham et al 2021","CG CO39","CO39","Saltmarsh",-33.644943,115.402661,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.42,"https://doi.org/10.1007/s10021-020-00520-9"
"217","Gorham et al 2021","CG CO39","CO39","Saltmarsh",-33.644943,115.402661,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.7,"https://doi.org/10.1007/s10021-020-00520-9"
"218","Gorham et al 2021","CG CO39","CO39","Saltmarsh",-33.644943,115.402661,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.75,"https://doi.org/10.1007/s10021-020-00520-9"
"219","Gorham et al 2021","CG CO39","CO39","Saltmarsh",-33.644943,115.402661,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.97,"https://doi.org/10.1007/s10021-020-00520-9"
"220","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.81,"https://doi.org/10.1007/s10021-020-00520-9"
"221","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.3,"https://doi.org/10.1007/s10021-020-00520-9"
"222","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.55,"https://doi.org/10.1007/s10021-020-00520-9"
"223","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.52,"https://doi.org/10.1007/s10021-020-00520-9"
"224","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.64,"https://doi.org/10.1007/s10021-020-00520-9"
"225","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.61,"https://doi.org/10.1007/s10021-020-00520-9"
"226","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.51,"https://doi.org/10.1007/s10021-020-00520-9"
"227","Gorham et al 2021","CG CO4","CO4","Saltmarsh",-33.92198948,120.0527956,"direct from dataset","1","Australia",2018,1.05,1.08,"EA",NA,NA,1.35,"https://doi.org/10.1007/s10021-020-00520-9"
"228","Gorham et al 2021","CG CO40","CO40","Saltmarsh",-33.644845,115.401071,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,1.24,"https://doi.org/10.1007/s10021-020-00520-9"
"229","Gorham et al 2021","CG CO40","CO40","Saltmarsh",-33.644845,115.401071,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.3,"https://doi.org/10.1007/s10021-020-00520-9"
"230","Gorham et al 2021","CG CO40","CO40","Saltmarsh",-33.644845,115.401071,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.49,"https://doi.org/10.1007/s10021-020-00520-9"
"231","Gorham et al 2021","CG CO40","CO40","Saltmarsh",-33.644845,115.401071,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.58,"https://doi.org/10.1007/s10021-020-00520-9"
"232","Gorham et al 2021","CG CO40","CO40","Saltmarsh",-33.644845,115.401071,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.36,"https://doi.org/10.1007/s10021-020-00520-9"
"233","Gorham et al 2021","CG CO40","CO40","Saltmarsh",-33.644845,115.401071,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.26,"https://doi.org/10.1007/s10021-020-00520-9"
"234","Gorham et al 2021","CG CO41","CO41","Saltmarsh",-34.28416845,119.4926462,"direct from dataset","1","Australia",2018,0,0.01,"EA",1.53,5.91,0.94,"https://doi.org/10.1007/s10021-020-00520-9"
"235","Gorham et al 2021","CG CO41","CO41","Saltmarsh",-34.28416845,119.4926462,"direct from dataset","1","Australia",2018,0.01,0.02,"EA",NA,NA,0.69,"https://doi.org/10.1007/s10021-020-00520-9"
