"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"97","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","soil-peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.11,0.12,"EA",NA,82.22,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"98","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.13,"EA",NA,71.66,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"99","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.13,0.14,"EA",NA,68.77,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"100","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.14,0.15,"EA",NA,60.34,0.16,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"101","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.16,"EA",NA,58.61,0.18,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"102","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.16,0.17,"EA",NA,56.71,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"103","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.17,0.18,"EA",NA,57.87,0.17,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"104","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.18,0.19,"EA",NA,56.44,0.18,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"105","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.19,0.2,"EA",NA,46.32,0.22,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"106","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.2,0.21,"EA",NA,41.88,0.25,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"107","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.21,0.22,"EA",NA,33.35,0.27,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"108","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.22,0.23,"EA",NA,38.49,0.26,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"109","Kohfeld et al 2022","KEH CBE_1-3","Cannery Bay East","CBE_1-3","Salt marsh","peat",49.14147,-125.66636,"direct from dataset","1","Canada"," British Columbia",2016,0.23,0.24,"EA",NA,54.19,0.17,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"110","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil with sand",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0,0.01,"EA",NA,21.4,0.26,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"111","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil with sand",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.01,0.02,"EA",NA,54.96,0.15,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"112","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.02,0.03,"EA",NA,50.28,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"113","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.03,0.04,"EA",NA,60.05,0.12,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"114","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.04,0.05,"EA",NA,48.68,0.17,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"115","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.05,0.06,"EA",NA,63.02,0.15,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"116","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","peat",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.07,"EA",NA,66.94,0.15,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"117","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","peat",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.07,0.08,"EA",NA,60.22,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"118","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","peat",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.08,0.09,"EA",NA,48.74,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"119","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.1,"EA",NA,60.21,0.16,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"120","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.11,"EA",NA,65.67,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"121","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.11,0.12,"EA",NA,73.12,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"122","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.13,"EA",NA,69.31,0.16,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"123","Kohfeld et al 2022","KEH CBE_1-4","Cannery Bay East","CBE_1-4","Salt marsh","soil",49.14152,-125.66639,"direct from dataset","1","Canada"," British Columbia",2016,0.13,0.14,"EA",NA,62.09,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"124","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0,0.015,"EA",26.68,NA,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"125","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.015,0.03,"EA",NA,56.35,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"126","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.03,0.045,"EA",NA,50.11,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"127","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.045,0.06,"EA",21.92,NA,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"128","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.075,"EA",NA,54.44,0.093,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"129","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.075,0.09,"EA",NA,42.61,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"130","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.105,"EA",13.29,NA,0.153,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"131","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.105,0.12,"EA",NA,42.92,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"132","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.135,"EA",NA,27.76,0.193,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"133","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.135,0.15,"EA",13.37,NA,0.167,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"134","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.165,"EA",NA,31.25,0.147,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"135","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.165,0.18,"EA",NA,45.65,0.113,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"136","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.18,0.195,"EA",18.38,NA,0.127,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"137","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.195,0.21,"EA",NA,40.82,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"138","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.21,0.225,"EA",NA,51.75,0.107,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"139","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.225,0.24,"EA",11.91,NA,0.193,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"140","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.24,0.255,"EA",NA,57.93,0.213,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"141","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.255,0.27,"EA",NA,63.93,0.233,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"142","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.27,0.285,"EA",9.13,NA,0.26,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"143","Kohfeld et al 2022","KEH CBE_1-5","Cannery Bay East","CBE_1-5","Salt marsh","soil+peat",49.14155,-125.66644,"direct from dataset","1","Canada"," British Columbia",2016,0.285,0.3,"EA",NA,78.21,0.307,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"144","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0,0.01,"EA",NA,87.85,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"145","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.01,0.02,"EA",NA,87.37,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"146","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.02,0.03,"EA",NA,88.6,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"147","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.03,0.04,"EA",NA,87.11,0.07,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"148","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.04,0.05,"EA",NA,87.69,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"149","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.05,0.06,"EA",NA,84.68,0.08,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"150","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.06,0.07,"EA",NA,79.18,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"151","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil+peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.07,0.08,"EA",NA,81.27,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"152","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","soil+peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.08,0.09,"EA",NA,82,0.1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"153","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.09,0.1,"EA",NA,82.69,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"154","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.11,"EA",NA,85.68,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"155","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.11,0.12,"EA",NA,83.7,0.11,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"156","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.12,0.13,"EA",NA,81.43,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"157","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.13,0.14,"EA",NA,75.62,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"158","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.14,0.15,"EA",NA,75.05,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"159","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.16,"EA",NA,75.69,0.14,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"160","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.16,0.17,"EA",NA,79.14,0.13,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"161","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.17,0.18,"EA",NA,74.01,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"162","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.18,0.19,"EA",NA,69.19,0.21,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"163","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.19,0.2,"EA",NA,63.42,0.21,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"164","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.2,0.21,"EA",NA,64.48,0.21,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"165","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.21,0.22,"EA",NA,64.61,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"166","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.22,0.23,"EA",NA,58.42,0.2,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"167","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.23,0.24,"EA",NA,50.93,0.26,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"168","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.24,0.25,"EA",NA,60.57,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"169","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.25,0.26,"EA",NA,64.2,0.18,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"170","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.26,0.27,"EA",NA,50.39,0.26,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"171","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.27,0.28,"EA",NA,59.84,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"172","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.28,0.29,"EA",NA,61.19,0.19,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"173","Kohfeld et al 2022","KEH CBE_2-2","Cannery Bay East","CBE_2-2","Salt marsh","peat",49.1414,-125.66618,"direct from dataset","1","Canada"," British Columbia",2016,0.29,0.3,"EA",NA,41.52,0.47,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"174","Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East","CBE_2-3","Salt marsh","soil",49.14142,-125.66614,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0133,"EA",NA,86.97,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"175","Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East","CBE_2-3","Salt marsh","soil",49.14142,-125.66614,"direct from dataset","1","Canada"," British Columbia",2016,0.0133,0.0267,"EA",NA,80.47,0.098,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"176","Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East","CBE_2-3","Salt marsh","soil",49.14142,-125.66614,"direct from dataset","1","Canada"," British Columbia",2016,0.0267,0.04,"EA",NA,85.23,0.083,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"177","Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East","CBE_2-3","Salt marsh","soil",49.14142,-125.66614,"direct from dataset","1","Canada"," British Columbia",2016,0.04,0.0533,"EA",NA,80.23,0.083,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"178","Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East","CBE_2-3","Salt marsh","soil",49.14142,-125.66614,"direct from dataset","1","Canada"," British Columbia",2016,0.0533,0.0667,"EA",NA,80.25,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"179","Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East","CBE_2-3","Salt marsh","soil",49.14142,-125.66614,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.08,"EA",NA,82.83,0.083,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"180","Kohfeld et al 2022","KEH CBE_2-3","Cannery Bay East","CBE_2-3","Salt marsh","soil",49.14142,-125.66614,"direct from dataset","1","Canada"," British Columbia",2016,0.08,0.0933,"EA",NA,84.12,0.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
