,,,,,,,,,,,,QMD for each class (cm),,,Specific Gravities (kg m-3),,,,
9019,2,NE,0,0,11,121,1,2,7,,1.13,6.80,1.98,0.39,0.00,0.32,4.83,1.26,0.19
9019,2,NW,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
9019,2,SE,0,0,0,0,0,0,8,,,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.21
9019,2,SW,0,0,9.2,84.64,0,2,0,,0.95,0.00,1.98,0.00,0.00,0.27,0.00,1.26,0.00
9019,3,E,0,0,0,0,0,1,4,,,0.00,0.99,0.22,0.00,0.00,0.00,0.63,0.11
9019,3,N,0,0,0,0,1,3,10,,,6.80,2.96,0.56,0.00,0.00,4.83,1.90,0.27
9019,3,S,7,49,0,0,0,1,0,0.72,,0.00,0.99,0.00,0.50,0.00,0.00,0.63,0.00
9019,3,W,0,0,0,0,0,0,6,,,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.16
9019,4,NE,0,0,0,0,1,3,7,,,6.80,2.96,0.39,0.00,0.00,4.83,1.90,0.19
9019,4,NW,0,0,0,0,0,2,4,,,0.00,1.98,0.22,0.00,0.00,0.00,1.26,0.11
9019,4,SE,0,0,0,0,0,3,4,,,0.00,2.96,0.22,0.00,0.00,0.00,1.90,0.11
9019,4,SW,0,0,0,0,0,3,2,,,0.00,2.96,0.11,0.00,0.00,0.00,1.90,0.05
9019,5,E,0,0,0,0,0,1,4,,,0.00,0.99,0.22,0.00,0.00,0.00,0.63,0.11
9019,5,N,7,49,0,0,6,13,8,0.72,,40.80,12.84,0.44,0.50,0.00,28.97,8.22,0.21
9019,5,S,8.9,79.21,0,0,4,5,19,0.91,,27.20,4.94,1.05,0.63,0.00,19.31,3.16,0.51
9019,5,W,0,0,0,0,3,5,7,,,20.40,4.94,0.39,0.00,0.00,14.49,3.16,0.19
9020,1,E,0,0,0,0,1,2,2,,,6.80,1.98,0.11,0.00,0.00,4.83,1.26,0.05
9020,1,N,0,0,0,0,0,1,6,,,0.00,0.99,0.33,0.00,0.00,0.00,0.63,0.16
9020,1,S,0,0,0,0,0,0,5,,,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.13
9020,1,W,0,0,0,0,3,2,4,,,20.40,1.98,0.22,0.00,0.00,14.49,1.26,0.11
9020,2,NE,0,0,0,0,0,6,4,,,0.00,5.93,0.22,0.00,0.00,0.00,3.79,0.11
9020,2,NW,0,0,0,0,0,3,0,,,0.00,2.96,0.00,0.00,0.00,0.00,1.90,0.00
9020,2,SE,0,0,0,0,0,1,4,,,0.00,0.99,0.22,0.00,0.00,0.00,0.63,0.11
9020,2,SW,0,0,0,0,2,6,7,,,13.60,5.93,0.39,0.00,0.00,9.66,3.79,0.19
9020,3,E,0,0,0,0,0,0,4,,,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.11
9020,3,N,0,0,0,0,1,2,7,,,6.80,1.98,0.39,0.00,0.00,4.83,1.26,0.19
9020,3,S,0,0,0,0,0,2,6,,,0.00,1.98,0.33,0.00,0.00,0.00,1.26,0.16
9020,3,W,0,0,0,0,2,0,4,,,13.60,0.00,0.22,0.00,0.00,9.66,0.00,0.11
9020,4,NE,0,0,0,0,0,0,6,,,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.16
9020,4,NW,0,0,0,0,6,4,3,,,40.80,3.95,0.17,0.00,0.00,28.97,2.53,0.08
9020,4,SE,0,0,0,0,2,3,6,,,13.60,2.96,0.33,0.00,0.00,9.66,1.90,0.16
9020,4,SW,0,0,0,0,1,3,2,,,6.80,2.96,0.11,0.00,0.00,4.83,1.90,0.05
9020,5,E,0,0,0,0,2,4,6,,,13.60,3.95,0.33,0.00,0.00,9.66,2.53,0.16
9020,5,N,0,0,0,0,0,1,1,,,0.00,0.99,0.06,0.00,0.00,0.00,0.63,0.03
9020,5,S,0,0,0,0,0,1,6,,,0.00,0.99,0.33,0.00,0.00,0.00,0.63,0.16
9020,5,W,0,0,0,0,0,1,3,,,0.00,0.99,0.17,0.00,0.00,0.00,0.63,0.08
9021,1,E,0,0,0,0,0,3,0,,,0.00,2.96,0.00,0.00,0.00,0.00,1.90,0.00
9021,1,N,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9021,1,S,6.5,42.25,0,0,0,0,0,0.67,,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00
9021,1,W,7.2,51.84,7.1,50.41,0,3,1,0.74,0.73,0.00,2.96,0.06,0.51,0.21,0.00,1.90,0.03
9021,2,NE,0,0,0,0,1,3,0,,,6.80,2.96,0.00,0.00,0.00,4.83,1.90,0.00
9021,2,NW,0,0,0,0,1,0,1,,,6.80,0.00,0.06,0.00,0.00,4.83,0.00,0.03
9021,2,SE,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
9021,2,SW,0,0,11.2,125.44,0,1,2,,1.15,0.00,0.99,0.11,0.00,0.33,0.00,0.63,0.05
9021,3,E,20.3,412.09,0,0,0,1,0,2.09,,0.00,0.99,0.00,1.44,0.00,0.00,0.63,0.00
9021,3,N,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9021,3,S,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9021,3,W,8,64,0,0,2,2,0,0.82,,13.60,1.98,0.00,0.57,0.00,9.66,1.26,0.00
9021,4,NE,8.8,77.44,0,0,3,0,1,1.83,,20.40,0.00,0.06,1.26,0.00,14.49,0.00,0.03
9021,4,NE,9,81,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9021,4,NW,7.5,56.25,8.7,75.69,0,0,0,1.70,0.89,0.00,0.00,0.00,1.17,0.26,0.00,0.00,0.00
9021,4,NW,9,81,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9021,4,SE,0,0,0,0,2,1,2,,,13.60,0.99,0.11,0.00,0.00,9.66,0.63,0.05
9021,4,SW,7.5,56.25,0,0,2,0,0,1.47,,13.60,0.00,0.00,1.01,0.00,9.66,0.00,0.00
9021,4,SW,6.8,46.24,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9021,5,E,0,0,0,0,2,1,0,,,13.60,0.99,0.00,0.00,0.00,9.66,0.63,0.00
9021,5,N,7.1,50.41,0,0,2,8,0,0.73,,13.60,7.90,0.00,0.50,0.00,9.66,5.06,0.00
9021,5,S,23.8,566.44,17.5,306.25,0,7,0,2.45,1.80,0.00,6.92,0.00,1.69,0.52,0.00,4.43,0.00
9021,5,W,27.1,734.41,0,0,1,2,0,3.81,,6.80,1.98,0.00,2.63,0.00,4.83,1.26,0.00
9021,5,W,10,100,,0,,,,1.03,,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00
9022,1,E,0,0,0,0,0,4,3,,,0.00,3.95,0.17,0.00,0.00,0.00,2.53,0.08
9022,1,N,6.5,42.25,0,0,2,0,5,0.67,,13.60,0.00,0.28,0.46,0.00,9.66,0.00,0.13
9022,1,S,0,0,0,0,1,0,4,,,6.80,0.00,0.22,0.00,0.00,4.83,0.00,0.11
9022,1,W,0,0,0,0,1,2,3,,,6.80,1.98,0.17,0.00,0.00,4.83,1.26,0.08
9022,2,NE,11.9,141.61,11.5,132.25,7,8,6,3.52,1.18,47.61,7.90,0.33,2.43,0.34,33.80,5.06,0.16
9022,2,NE,22.3,497.29,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9022,2,NW,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9022,2,SE,0,0,0,0,1,0,7,,,6.80,0.00,0.39,0.00,0.00,4.83,0.00,0.19
9022,2,SW,0,0,0,0,0,3,1,,,0.00,2.96,0.06,0.00,0.00,0.00,1.90,0.03
9022,3,E,8.9,79.21,0,0,4,3,5,0.91,,27.20,2.96,0.28,0.63,0.00,19.31,1.90,0.13
9022,3,N,0,0,0,0,0,3,0,,,0.00,2.96,0.00,0.00,0.00,0.00,1.90,0.00
9022,3,S,8,64,9.3,86.49,0,3,3,4.59,0.96,0.00,2.96,0.17,3.16,0.27,0.00,1.90,0.08
9022,3,S,10,100,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9022,3,S,8.5,72.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9022,3,S,10.4,108.16,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9022,3,S,7.7,59.29,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9022,3,W,0,0,0,0,1,1,2,,,6.80,0.99,0.11,0.00,0.00,4.83,0.63,0.05
9022,4,NE,7.1,50.41,7,49,2,2,1,0.73,0.72,13.60,1.98,0.06,0.50,0.21,9.66,1.26,0.03
9022,4,NW,0,0,0,0,0,2,8,,,0.00,1.98,0.44,0.00,0.00,0.00,1.26,0.21
9022,4,SE,9,81,0,0,3,2,4,3.36,,20.40,1.98,0.22,2.32,0.00,14.49,1.26,0.11
9022,4,SE,11.3,127.69,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9022,4,SE,12.4,153.76,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9022,4,SW,0,0,11,121,1,2,1,,1.13,6.80,1.98,0.06,0.00,0.32,4.83,1.26,0.03
9022,5,E,0,0,0,0,0,2,2,,,0.00,1.98,0.11,0.00,0.00,0.00,1.26,0.05
9022,5,N,0,0,0,0,0,1,0,,,0.00,0.99,0.00,0.00,0.00,0.00,0.63,0.00
9022,5,S,0,0,0,0,1,1,5,,,6.80,0.99,0.28,0.00,0.00,4.83,0.63,0.13
9022,5,W,0,0,0,0,0,3,5,,,0.00,2.96,0.28,0.00,0.00,0.00,1.90,0.13
9023,1,E,0,0,0,0,0,0,3,,,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.08
9023,1,N,0,0,0,0,1,4,5,,,6.80,3.95,0.28,0.00,0.00,4.83,2.53,0.13
9023,1,S,0,0,0,0,1,2,0,,,6.80,1.98,0.00,0.00,0.00,4.83,1.26,0.00
9023,1,W,0,0,0,0,0,1,0,,,0.00,0.99,0.00,0.00,0.00,0.00,0.63,0.00
9023,2,NE,0,0,0,0,0,1,1,,,0.00,0.99,0.06,0.00,0.00,0.00,0.63,0.03
9023,2,NW,9,81,0,0,0,0,0,0.93,,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00
9023,2,SE,0,0,0,0,2,1,3,,,13.60,0.99,0.17,0.00,0.00,9.66,0.63,0.08
9023,2,SW,0,0,0,0,1,0,0,,,6.80,0.00,0.00,0.00,0.00,4.83,0.00,0.00
9023,3,E,8,64,0,0,0,0,0,0.82,,0.00,0.00,0.00,0.57,0.00,0.00,0.00,0.00
9023,3,N,0,0,0,0,0,1,3,,,0.00,0.99,0.17,0.00,0.00,0.00,0.63,0.08
9023,3,S,10,100,0,0,0,1,3,1.03,,0.00,0.99,0.17,0.71,0.00,0.00,0.63,0.08
9023,3,W,0,0,0,0,1,1,0,,,6.80,0.99,0.00,0.00,0.00,4.83,0.63,0.00
9023,4,NE,0,0,0,0,0,1,0,,,0.00,0.99,0.00,0.00,0.00,0.00,0.63,0.00
9023,4,NW,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9023,4,SE,20.5,420.25,0,0,2,0,0,2.11,,13.60,0.00,0.00,1.45,0.00,9.66,0.00,0.00
9023,4,SW,10.1,102.01,0,0,1,3,2,2.61,,6.80,2.96,0.11,1.80,0.00,4.83,1.90,0.05
9023,4,SW,15.3,234.09,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9023,5,E,0,0,0,0,1,0,2,,,6.80,0.00,0.11,0.00,0.00,4.83,0.00,0.05
9023,5,N,0,0,0,0,1,1,1,,,6.80,0.99,0.06,0.00,0.00,4.83,0.63,0.03
9023,5,S,0,0,0,0,0,5,3,,,0.00,4.94,0.17,0.00,0.00,0.00,3.16,0.08
9023,5,W,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9024,1,E,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9024,1,N,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9024,1,S,0,0,0,0,0,2,6,,,0.00,1.98,0.33,0.00,0.00,0.00,1.26,0.16
9024,1,W,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9024,2,NE,0,0,0,0,0,2,1,,,0.00,1.98,0.06,0.00,0.00,0.00,1.26,0.03
9024,2,NW,0,0,0,0,1,3,0,,,6.80,2.96,0.00,0.00,0.00,4.83,1.90,0.00
9024,2,SE,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9024,2,SW,0,0,10,100,0,2,0,,1.03,0.00,1.98,0.00,0.00,0.30,0.00,1.26,0.00
9024,4,NE,0,0,0,0,1,3,0,,,6.80,2.96,0.00,0.00,0.00,4.83,1.90,0.00
9024,4,NW,0,0,0,0,0,4,0,,,0.00,3.95,0.00,0.00,0.00,0.00,2.53,0.00
9024,4,SE,0,0,0,0,2,3,0,,,13.60,2.96,0.00,0.00,0.00,9.66,1.90,0.00
9024,4,SW,0,0,0,0,0,3,6,,,0.00,2.96,0.33,0.00,0.00,0.00,1.90,0.16
9024,3 or 5?,E,0,0,0,0,2,4,0,,,13.60,3.95,0.00,0.00,0.00,9.66,2.53,0.00
9024,3 or 5?,N,0,0,0,0,2,3,7,,,13.60,2.96,0.39,0.00,0.00,9.66,1.90,0.19
9024,3 or 5?,S,0,0,0,0,1,1,3,,,6.80,0.99,0.17,0.00,0.00,4.83,0.63,0.08
9024,3 or 5?,W,0,0,0,0,1,0,0,,,6.80,0.00,0.00,0.00,0.00,4.83,0.00,0.00
9025,1,E,0,0,0,0,0,3,3,,,0.00,2.96,0.17,0.00,0.00,0.00,1.90,0.08
9025,1,N,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9025,1,S,7.8,60.84,0,0,0,1,1,0.80,,0.00,0.99,0.06,0.55,0.00,0.00,0.63,0.03
9025,1,W,0,0,0,0,0,2,2,,,0.00,1.98,0.11,0.00,0.00,0.00,1.26,0.05
9025,2,NE,0,0,0,0,2,0,5,,,13.60,0.00,0.28,0.00,0.00,9.66,0.00,0.13
9025,2,NW,0,0,0,0,2,0,1,,,13.60,0.00,0.06,0.00,0.00,9.66,0.00,0.03
9025,2,SE,0,0,0,0,1,0,2,,,6.80,0.00,0.11,0.00,0.00,4.83,0.00,0.05
9025,2,SW,7.8,60.84,0,0,0,1,1,0.80,,0.00,0.99,0.06,0.55,0.00,0.00,0.63,0.03
9025,3,E,0,0,0,0,2,0,1,,,13.60,0.00,0.06,0.00,0.00,9.66,0.00,0.03
9025,3,N,0,0,0,0,0,0,2,,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.05
9025,3,S,10.5,110.25,0,0,0,1,1,1.08,,0.00,0.99,0.06,0.74,0.00,0.00,0.63,0.03
9025,3,W,0,0,0,0,0,1,1,,,0.00,0.99,0.06,0.00,0.00,0.00,0.63,0.03
9025,4,NE,0,0,0,0,0,1,1,,,0.00,0.99,0.06,0.00,0.00,0.00,0.63,0.03
9025,4,NW,0,0,0,0,0,1,2,,,0.00,0.99,0.11,0.00,0.00,0.00,0.63,0.05
9025,4,SE,0,0,0,0,1,0,6,,,6.80,0.00,0.33,0.00,0.00,4.83,0.00,0.16
9025,4,SW,0,0,0,0,0,2,0,,,0.00,1.98,0.00,0.00,0.00,0.00,1.26,0.00
9025,5,E,0,0,0,0,0,0,3,,,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.08
9025,5,N,0,0,0,0,0,0,1,,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.03
9025,5,S,0,0,0,0,2,0,2,,,13.60,0.00,0.11,0.00,0.00,9.66,0.00,0.05
9025,5,W,0,0,0,0,0,3,4,,,0.00,2.96,0.22,0.00,0.00,0.00,1.90,0.11
9027,1,E,0,0,0,0,2,8,7,,,13.60,7.90,0.39,0.00,0.00,9.66,5.06,0.19
9027,1,N,0,0,0,0,0,5,4,,,0.00,4.94,0.22,0.00,0.00,0.00,3.16,0.11
9027,1,S,9.5,90.25,0,0,5,3,2,5.24,,34.00,2.96,0.11,3.62,0.00,24.14,1.90,0.05
9027,1,S,8,64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9027,1,S,9,81,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9027,1,S,10.5,110.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9027,1,S,14,196,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9027,1,W,0,0,0,0,3,5,0,,,20.40,4.94,0.00,0.00,0.00,14.49,3.16,0.00
9027,2,NE,0,0,0,0,2,5,0,,,13.60,4.94,0.00,0.00,0.00,9.66,3.16,0.00
9027,2,NW,0,0,0,0,1,4,3,,,6.80,3.95,0.17,0.00,0.00,4.83,2.53,0.08
9027,2,SE,0,0,0,0,0,0,8,,,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.21
9027,2,SW,0,0,0,0,1,2,7,,,6.80,1.98,0.39,0.00,0.00,4.83,1.26,0.19
9027,3,E,0,0,0,0,2,5,3,,,13.60,4.94,0.17,0.00,0.00,9.66,3.16,0.08
9027,3,N,0,0,18.2,331.24,2,0,0,,1.87,13.60,0.00,0.00,0.00,0.54,9.66,0.00,0.00
9027,3,S,0,0,0,0,1,2,4,,,6.80,1.98,0.22,0.00,0.00,4.83,1.26,0.11
9027,3,W,0,0,0,0,1,2,5,,,6.80,1.98,0.28,0.00,0.00,4.83,1.26,0.13
9027,4,NE,0,0,8.4,70.56,2,1,3,,0.86,13.60,0.99,0.17,0.00,0.25,9.66,0.63,0.08
9027,4,NW,13.5,182.25,0,0,1,3,7,1.39,,6.80,2.96,0.39,0.96,0.00,4.83,1.90,0.19
9027,4,SE,0,0,0,0,2,2,3,,,13.60,1.98,0.17,0.00,0.00,9.66,1.26,0.08
9027,4,SW,0,0,0,0,3,2,1,,,20.40,1.98,0.06,0.00,0.00,14.49,1.26,0.03
9027,5,E,0,0,0,0,2,1,3,,,13.60,0.99,0.17,0.00,0.00,9.66,0.63,0.08
9027,5,N,0,0,0,0,0,3,5,,,0.00,2.96,0.28,0.00,0.00,0.00,1.90,0.13
9027,5,S,16,256,0,0,3,5,3,4.93,,20.40,4.94,0.17,3.41,0.00,14.49,3.16,0.08
9027,5,S,15.5,240.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9027,5,S,16.5,272.25,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9027,5,W,0,0,0,0,1,2,5,,,6.80,1.98,0.28,0.00,0.00,4.83,1.26,0.13
13,1,1,0,0,0,0,4,2,0,,,27.20,1.98,0.00,0.00,0.00,19.31,1.26,0.00
13,1,2,0,0,0,0,8,3,0,,,54.41,2.96,0.00,0.00,0.00,38.63,1.90,0.00
13,1,3,0,0,0,0,3,1,4,,,20.40,0.99,0.22,0.00,0.00,14.49,0.63,0.11
13,1,4,7.8,60.84,0,0,5,0,0,0.80,,34.00,0.00,0.00,0.55,0.00,24.14,0.00,0.00
13,2,1,0,0,0,0,2,0,0,,,13.60,0.00,0.00,0.00,0.00,9.66,0.00,0.00
13,2,2,0,0,0,0,7,3,0,,,47.61,2.96,0.00,0.00,0.00,33.80,1.90,0.00
13,2,3,0,0,0,0,2,4,1,,,13.60,3.95,0.06,0.00,0.00,9.66,2.53,0.03
13,2,4,8,64,0,0,3,5,3,0.82,,20.40,4.94,0.17,0.57,0.00,14.49,3.16,0.08
13,3,1,0,0,0,0,4,10,0,,,27.20,9.88,0.00,0.00,0.00,19.31,6.32,0.00
13,3,2,0,0,0,0,4,2,6,,,27.20,1.98,0.33,0.00,0.00,19.31,1.26,0.16
13,3,3,0,0,0,0,3,2,0,,,20.40,1.98,0.00,0.00,0.00,14.49,1.26,0.00
13,3,4,0,0,0,0,1,7,7,,,6.80,6.92,0.39,0.00,0.00,4.83,4.43,0.19
13,4,1,0,0,0,0,0,3,4,,,0.00,2.96,0.22,0.00,0.00,0.00,1.90,0.11
13,4,2,0,0,0,0,0,10,3,,,0.00,9.88,0.17,0.00,0.00,0.00,6.32,0.08
13,4,3,0,0,0,0,4,3,0,,,27.20,2.96,0.00,0.00,0.00,19.31,1.90,0.00
13,4,4,0,0,0,0,5,3,8,,,34.00,2.96,0.44,0.00,0.00,24.14,1.90,0.21
13,5,1,0,0,0,0,2,7,15,,,13.60,6.92,0.83,0.00,0.00,9.66,4.43,0.40
13,5,2,0,0,0,0,3,1,2,,,20.40,0.99,0.11,0.00,0.00,14.49,0.63,0.05
13,5,3,0,0,0,0,0,2,5,,,0.00,1.98,0.28,0.00,0.00,0.00,1.26,0.13
13,5,4,0,0,0,0,4,5,3,,,27.20,4.94,0.17,0.00,0.00,19.31,3.16,0.08
13,6,1,0,0,0,0,3,4,5,,,20.40,3.95,0.28,0.00,0.00,14.49,2.53,0.13
13,6,2,0,0,0,0,2,3,3,,,13.60,2.96,0.17,0.00,0.00,9.66,1.90,0.08
13,6,3,0,0,13.5,182.25,2,2,3,,2.80,13.60,1.98,0.17,0.00,0.80,9.66,1.26,0.08
13,6,3,,0,13.7,187.69,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,6,4,0,0,0,0,5,0,0,,,34.00,0.00,0.00,0.00,0.00,24.14,0.00,0.00
15,1,1,9,81,0,0,6,4,0,0.93,,40.80,3.95,0.00,0.64,0.00,28.97,2.53,0.00
15,1,2,0,0,0,0,4,6,0,,,27.20,5.93,0.00,0.00,0.00,19.31,3.79,0.00
15,1,3,0,0,0,0,0,7,2,,,0.00,6.92,0.11,0.00,0.00,0.00,4.43,0.05
15,1,4,0,0,0,0,9,0,2,,,61.21,0.00,0.11,0.00,0.00,43.46,0.00,0.05
15,2,1,0,0,0,0,4,5,1,,,27.20,4.94,0.06,0.00,0.00,19.31,3.16,0.03
15,2,2,9.5,90.25,0,0,0,1,0,1.80,,0.00,0.99,0.00,1.24,0.00,0.00,0.63,0.00
15,2,2,8,64,,0,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,2,3,0,0,0,0,10,3,5,,,68.01,2.96,0.28,0.00,0.00,48.29,1.90,0.13
15,2,4,10,100,8,64,4,9,0,1.03,0.82,27.20,8.89,0.00,0.71,0.24,19.31,5.69,0.00
15,3,1,0,0,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,3,2,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,3,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,3,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,4,1,0,0,0,0,0,0,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,4,2,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,4,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,4,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,5,1,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,5,2,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,5,3,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,5,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,6,1,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
15,6,2,0,0,0,0,1,0,0,,,6.80,0.00,0.00,0.00,0.00,4.83,0.00,0.00
15,6,3,0,0,0,0,5,2,0,,,34.00,1.98,0.00,0.00,0.00,24.14,1.26,0.00
15,6,4,0,0,0,0,4,8,3,,,27.20,7.90,0.17,0.00,0.00,19.31,5.06,0.08
16,1,1,8.5,72.25,0,0,9,18,4,0.87,,61.21,17.78,0.22,0.60,0.00,43.46,11.38,0.11
16,1,2,0,0,0,0,5,9,0,,,34.00,8.89,0.00,0.00,0.00,24.14,5.69,0.00
16,1,3,0,0,0,0,3,2,0,,,20.40,1.98,0.00,0.00,0.00,14.49,1.26,0.00
16,1,4,0,0,0,0,20,10,6,,,136.02,9.88,0.33,0.00,0.00,96.57,6.32,0.16
16,2,1,0,0,0,0,8,20,14,,,54.41,19.76,0.78,0.00,0.00,38.63,12.65,0.37
16,2,2,0,0,0,0,5,3,9,,,34.00,2.96,0.50,0.00,0.00,24.14,1.90,0.24
16,2,3,0,0,0,0,8,0,4,,,54.41,0.00,0.22,0.00,0.00,38.63,0.00,0.11
16,2,4,8.5,72.25,0,0,9,15,7,0.87,,61.21,14.82,0.39,0.60,0.00,43.46,9.48,0.19
16,3,1,0,0,0,0,9,4,0,,,61.21,3.95,0.00,0.00,0.00,43.46,2.53,0.00
16,3,2,7.6,57.76,0,0,9,10,12,0.78,,61.21,9.88,0.67,0.54,0.00,43.46,6.32,0.32
16,3,3,0,0,0,0,0,14,8,,,0.00,13.83,0.44,0.00,0.00,0.00,8.85,0.21
16,3,4,0,0,0,0,0,0,0,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,4,1,0,0,0,0,0,3,13,,,0.00,2.96,0.72,0.00,0.00,0.00,1.90,0.35
16,4,2,0,0,0,0,0,3,1,,,0.00,2.96,0.06,0.00,0.00,0.00,1.90,0.03
16,4,3,0,0,0,0,1,0,0,,,6.80,0.00,0.00,0.00,0.00,4.83,0.00,0.00
16,4,4,0,0,0,0,3,5,0,,,20.40,4.94,0.00,0.00,0.00,14.49,3.16,0.00
16,5,1,11.5,132.25,0,0,0,0,0,1.18,,0.00,0.00,0.00,0.82,0.00,0.00,0.00,0.00
16,5,2,0,0,0,0,0,5,3,,,0.00,4.94,0.17,0.00,0.00,0.00,3.16,0.08
16,5,3,0,0,0,0,2,5,13,,,13.60,4.94,0.72,0.00,0.00,9.66,3.16,0.35
16,5,4,0,0,0,0,0,18,0,,,0.00,17.78,0.00,0.00,0.00,0.00,11.38,0.00
16,6,1,0,0,0,0,12,0,0,,,81.61,0.00,0.00,0.00,0.00,57.94,0.00,0.00
16,6,2,0,0,0,0,4,9,13,,,27.20,8.89,0.72,0.00,0.00,19.31,5.69,0.35
16,6,3,0,0,0,0,4,10,4,,,27.20,9.88,0.22,0.00,0.00,19.31,6.32,0.11
16,6,4,0,0,0,0,3,15,0,,,20.40,14.82,0.00,0.00,0.00,14.49,9.48,0.00
17,1,1,0,0,0,0,0,9,3,,,0.00,8.89,0.17,0.00,0.00,0.00,5.69,0.08
17,1,2,0,0,0,0,0,0,8,,,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.21
17,1,3,0,0,0,0,3,0,0,,,20.40,0.00,0.00,0.00,0.00,14.49,0.00,0.00
17,1,4,0,0,0,0,3,5,10,,,20.40,4.94,0.56,0.00,0.00,14.49,3.16,0.27
