table,study_id,site_id,core_id
sites,Nahlik_and_Fennessy_2016,NWCA11-1817,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1819,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1832,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1966,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1969,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1970,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1973,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1977,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1978,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-1993,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2033,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2038,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2048,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2070,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2074,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2076,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2077,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2079,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2081,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2168,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2170,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2175,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-R073,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-R076,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-R077,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2527,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2530,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2535,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2540,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2541,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2546,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2551,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2557,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2562,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2564,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2573,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2580,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2584,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2589,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2591,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2593,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2642,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2655,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2658,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2660,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2665,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2667,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2673,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2908,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2910,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2918,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2922,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2940,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2947,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-2949,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-3051,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-3062,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-3069,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-3091,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-3093,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-3568,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-3581,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-4706,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-4713,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-4716,NA
sites,Nahlik_and_Fennessy_2016,NWCA11-4721,NA
sites,Krauss_et_al_2018c,Savannah_River_low,NA
sites,Krauss_et_al_2018c,Savannah_River_mid,NA
sites,Krauss_et_al_2018c,Savannah_River_high,NA
sites,Krauss_et_al_2018a,Waccamaw_River_Butler_island,NA
sites,Krauss_et_al_2018b,Waccamaw_River_Turkey_creek_high,NA
sites,Krauss_et_al_2018a,Waccamaw_River_Turkey_creek_low,NA
sites,Krauss_et_al_2018a,Waccamaw_River_Richmond_island,NA
sites,Kauffman_et_al_2020,Barview Eelgrass,NA
sites,Kauffman_et_al_2020,Blind Slough Swamp,NA
sites,Kauffman_et_al_2020,Chehalis Flood Plain,NA
sites,Kauffman_et_al_2020,Coal Creek Swamp,NA
sites,Kauffman_et_al_2020,Criteser's Marsh,NA
sites,Kauffman_et_al_2020,Danger Point High Marsh,NA
sites,Kauffman_et_al_2020,Delta Island Marsh,NA
sites,Kauffman_et_al_2020,Fir Island Marsh,NA
sites,Kauffman_et_al_2020,Hampel High Marsh,NA
sites,Kauffman_et_al_2020,Hidden Creek Low Marsh,NA
sites,Kauffman_et_al_2020,Humboldt Eelgrass,NA
sites,Kauffman_et_al_2020,John's Marsh,NA
sites,Kauffman_et_al_2020,John's Swamp,NA
sites,Kauffman_et_al_2020,Mad River Marsh,NA
sites,Kauffman_et_al_2020,Metcalf High Marsh,NA
sites,Kauffman_et_al_2020,Metcalf Low Marsh,NA
sites,Kauffman_et_al_2020,Millicoma High Marsh,NA
sites,Kauffman_et_al_2020,Otter Island Swamp,NA
sites,Kauffman_et_al_2020,Padilla lower transect,NA
sites,Kauffman_et_al_2020,Padilla upper Transect,NA
sites,Kauffman_et_al_2020,Poole Slough,NA
sites,Kauffman_et_al_2020,Sally's Bend,NA
sites,Kauffman_et_al_2020,Secret River High Marsh,NA
sites,Kauffman_et_al_2020,Secret River Low Marsh,NA
sites,Kauffman_et_al_2020,Secret River Swamp,NA
sites,Kauffman_et_al_2020,Skagit Wildlife Marsh,NA
sites,Kauffman_et_al_2020,South Bay,NA
sites,Kauffman_et_al_2020,Valino Island Eelgrass,NA
sites,Giblin_and_Forbrich_2018,Nelson_Island_Creek,NA
sites,Krause-Jensen_et_al_2011,Aarhus_Bay,NA
sites,Marba_unpublished,Anglesey,NA
sites,Cotner_et_al_2004,Baffin_Bay,NA
sites,Carruthers_et_al_2005,Bahia_Almirante,NA
sites,Erftemeijer_and_Middelburg_1993,Barrang_Lompo,NA
sites,Van_Engeland_2010,Bay_of_Cadiz,NA
sites,Townsend_and_Fonseca_1998,Beaufort_North_Carolina_USA,NA
sites,Mellors_et_al_2002,Bolger_Bay,NA
sites,Marba_unpublished,Bolinao,NA
sites,Lewis_et_al_2007,Bonito_Bay,NA
sites,Mateo_and_Serrano_unpublished,Cádiz_Bay,NA
sites,Calleja_et_al_2007,Cala_Millor,NA
sites,Maher_and_Eyre_2010,Camden_Haven,NA
sites,Holmer_et_al_2007,Campello,NA
sites,Agawin_et_al_1996,Cape_Bolinao,NA
sites,Gonneea_et_al_2004,Celestun_Lagoon,NA
sites,Gonneea_et_al_2004,Chelem_Lagoon,NA
sites,Lewis_et_al_2007,Choctwhatchee_Bay,NA
sites,Mateo_et_al_1997,Culip,NA
sites,Holmer_et_al_2007,Cyprus,NA
sites,Vichkovitten_et_al_2005,Denmark,NA
sites,Yamamuro_et_al_1993,Dravuni_Is,NA
sites,Yamamuro_et_al_1993,Dravuni_Is._Fiji,NA
sites,Koch_and_Madden_2001,Eastern_Grand_Bahama,NA
sites,Pedersen_et_al_1997,Ebro_Delta,NA
sites,Mateo_et_al_1997,El_Campello,NA
sites,Kamp-Nielsen_et_al_2002,El_Nido,NA
sites,Mellors_et_al_2002,Ellie_Pt,NA
sites,Gacia_unpublished,Es_Cargol,NA
sites,Calleja_et_al_2007,Es_Castell,NA
sites,Mateo_and_Serrano_unpublished,Es_Pujols,NA
sites,Boschker_et_al_2000,Europe_1,NA
sites,Boschker_et_al_2000,Europe_2,NA
sites,Boschker_et_al_2000,Europe_3,NA
sites,Gacia_et_al_2002,Fanals_point,NA
sites,Fourqurean_unpublished,Florida_Bay,NA
sites,Fourqurean_et_al_2010,Florida_Keys,NA
sites,Bouillon_et_al_2004,Gazi_bay,NA
sites,De_Troch_et_al_2006,Gazi_Bay,NA
sites,Mellors_et_al_2002,Geoffrey_Bay,NA
sites,Spivak_et_al_2009,Goodwin_islands,NA
sites,Holmer_et_al_2007,Greece,NA
sites,Miyajima_et_al_1998,Green_Island_Great_Barrier_Reef,NA
sites,Al-Rousan_et_al_2005,Gulf_of_Aqaba,NA
sites,Danovaro_et_al_1994,Gulf_of_Marconi,NA
sites,De_Falco_et_al_2006,Gulf_of_Oristano,NA
sites,Erftemeijer_and_Middelburg_1993,Gusung_Tallang,NA
sites,Maher_and_Eyre_2010,Hastings_River,NA
sites,Krause-Jensen_et_al_2011,Horsens_Fjord,NA
sites,Mellors_et_al_2002,Horseshoe_Bay,NA
sites,Paula_et_al_2001,Inhaca_Island,NA
sites,Mateo_et_al_1997,Ischia,NA
sites,Amon_and_Herndl_1991,Ischia_Italy,NA
sites,Burns_and_Swart_1992,Jimmy_Key,NA
sites,Thimdee_et_al_2003,Khung_Krabaen_bay,NA
sites,Carruthers_et_al_2005,Laguna_de_Chiriqui_Panama,NA
sites,Gonneea_et_al_2004,Laguna_de_Terminos,NA
sites,Pulich_1985,Laguna_Madre,NA
sites,Fonseca_et_al_2011,Lake_Conjola,NA
sites,Qu_et_al_2006,Lake_Illawara,NA
sites,Eyre_and_Ferguson_2002,Lake_Macquarie,NA
sites,Krause-Jensen_et_al_2011,Limfjorden,NA
sites,Krause-Jensen_et_al_2011,Little_Belt_area,NA
sites,Lewis_et_al_2007,Little_Duck_Key,NA
sites,Lewis_et_al_2007,Little_Sabine_Bay,NA
sites,Mellors_et_al_2002,Lugger_Bay,NA
sites,Calleja_et_al_2007,Magalluf,NA
sites,Holmer_et_al_2003,Mallorca,NA
sites,Danovaro_and_Fabiano_1995,Marconi_Gulf,NA
sites,Mateo_et_al_1997,Medes_Islands,NA
sites,Mateo_unpublished,Melieha_Bay,NA
sites,Borg_et_al_2010,Mellieha_Bay,NA
sites,Mellors_et_al_2002,Meunga_Creek,NA
sites,Lillebo_et_al_2006,Mondego_Estuary._Portugal,NA
sites,De_Iongh_et_al_1995,Nang_Bay,NA
sites,Marba_unpublished,Nefyn,NA
sites,Grenz_et_al_2003,Noumea_New_Caledonia,NA
sites,Danovaro_and_Gambi_2002,NW_Marconi,NA
sites,Krause-Jensen_et_al_2011,Odense_Fjord,NA
sites,Lewis_et_al_2007,Ohio_Key,NA
sites,Mateo_and_Serrano_unpublished,Oued_Tahaddart,NA
sites,Carruthers_et_al_2005,Outer_Lagoon,NA
sites,Kairis_and_Rybczyk_2010,Padilla_Bay,NA
sites,Leduc_and_Probert_2011,Papanui_Inlet,NA
sites,Sfriso_and_Marcomini_1999,Petta_di_Po_-_Venice,NA
sites,Kristensen_et_al_2000,Phuket,NA
sites,Fonseca_et_al_2011,Pittwater,NA
sites,Calleja_et_al_2007,Pollença,NA
sites,Mellors_et_al_2002,Port_Dennison,NA
sites,Fonseca_et_al_2011,Port_Hacking,NA
sites,Mateo_et_al_1997,Portlligat_I,NA
sites,Serrano_unpublished,Portlligat_II,NA
sites,Mateo_and_Serrano_unpublished,Portlligat_III,NA
sites,Calleja_et_al_2007,Porto_Colom,NA
sites,Apostolaki_unpublished,Psaromoura_Crete,NA
sites,Kamp-Nielsen_et_al_2002,Puerto_Galera,NA
sites,De_Troch_et_al_2006,Pujada_Bay,NA
sites,Ooi_et_al_2011,Pulau_Tinggi_Malasia,NA
sites,De_Troch_et_al_2006,Punta_Allen,NA
sites,Borg_et_al_2010,Ramla_Bay,NA
sites,Pulich_1985,Redfish_Bay,NA
sites,Oakes_and_Connolly_2004,Redland_Bay,NA
sites,Figueiredo_da_Silva_et_al_2009,Ria_de_Aveiro,NA
sites,Spruzen_et_al_2008,Robbins_Passage,NA
sites,Holmer_et_al_2007,Rottnest,NA
sites,Alongi_et_al_2008,S_Sulawesi,NA
sites,Calleja_et_al_2007,Sa_Paret,NA
sites,Mateo_unpublished,Saline_Bay,NA
sites,Lewis_et_al_2007,Santa_Rosa_Sound,NA
sites,Mateo_and_Serrano_unpublished,Santander_Bay,NA
sites,Lee_et_al_2005,Seungbong_Island,NA
sites,Fourqurean_and_Kendrick_unpublished,Shark_Bay,NA
sites,Holmer_et_al_2007,Sicily,NA
sites,Holmer_et_al_2007,Sounion,NA
sites,Holmer_et_al_2007,Spain,NA
sites,Grady_1981,St._Andrews_Bay_Florida_USA,NA
sites,Lewis_et_al_2007,St_Joseph_Bay,NA
sites,Calleja_et_al_2007,Sta_Maria_,NA
sites,Mateo_et_al_1997,Tabarca_North,NA
sites,Mateo_et_al_1997,Tabarca_South,NA
sites,Mateo_and_Serrano_unpublished,Talamanca,NA
sites,Povidisa_and_Delefosse_unpublished,Thailand,NA
sites,Rigollet_et_al_2004,Thau_lagoon,NA
sites,Borg_et_al_2010,Thomas_Bay,NA
sites,Kamp-Nielsen_et_al_2002,Trang,NA
sites,Krause-Jensen_et_al_2011,Vejle_Fjord,NA
sites,Rigollet_et_al_2004,Venice_lagoon,NA
sites,Mateo_unpublished,Villajoyosa,NA
sites,McGlathery_et_al_2012,Virginia_Coastal_Bays,NA
sites,Maher_and_Eyre_2010,Wallis_Lake,NA
sites,Fourqurean_and_Kendrick_unpublished,Western_Australia,NA
sites,Borg_et_al_2010,White_Rocks,NA
sites,Mellors_et_al_2002,Windy_Point,NA
sites,Holmer_et_al_2007,Woodman_Point,NA
sites,Larned_2003,Yaquina_Bay_Oregon,NA
sites,Drexler_et_al_2019,Animal_Slough,NA
sites,Drexler_et_al_2019,Six_Gill_Slough,NA
sites,Doughty_et_al_2016,KCSC-20C,NA
sites,Doughty_et_al_2016,MIPineIsland,NA
sites,Doughty_et_al_2016,MIT-9N,NA
sites,Doughty_et_al_2016,MIT-9S,NA
sites,Callaway_et_al_2019,Brown_Island,NA
sites,Callaway_et_al_2019,China_Camp,NA
sites,Callaway_et_al_2019,Cogswell,NA
sites,Callaway_et_al_2019,Coon_Island,NA
sites,Callaway_et_al_2019,Muzzi,NA
sites,Callaway_et_al_2019,Petaluma_River,NA
sites,Callaway_et_al_2019,Rush_Ranch,NA
sites,Callaway_et_al_2019,Whale's_Tail,NA
sites,Belshe_et_al_2019,EP,NA
sites,Belshe_et_al_2019,SM,NA
cores,Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_East_low
cores,Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_East_mid_1
cores,Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_East_mid_2
cores,Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_West_low
cores,Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_West_mid_1
cores,Weis_et_al_2001,Tijuana_Estuary,Tijuana_Estuary_West_mid_2
cores,Watson_and_Byrne_2013,Bair_Island,Bair_Island_1
cores,Watson_and_Byrne_2013,Bair_Island,Bair_Island_2
cores,Watson_and_Byrne_2013,Bair_Island,Bair_Island_3
cores,Watson_and_Byrne_2013,Bair_Island,Bair_Island_4
cores,Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_1
cores,Watson_and_Byrne_2013,Corkscrew_Slough,Corkscrew_Slough_2
cores,Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_1
cores,Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_2
cores,Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_3
cores,Watson_and_Byrne_2013,Coyote_Creek,Coyote_Creek_4
cores,Watson_and_Byrne_2013,Damon_Slough,Damon_Slough_1
cores,Watson_and_Byrne_2013,Damon_Slough,Damon_Slough_2
cores,Watson_and_Byrne_2013,Greco_Island,Greco_Island_1
cores,Watson_and_Byrne_2013,Greco_Island,Greco_Island_2
cores,Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_1
cores,Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_2
cores,Watson_and_Byrne_2013,Mud_Slough,Mud_Slough_3
cores,Watson_and_Byrne_2013,Plummer_Slough,Plummer_Slough_1
cores,Watson_and_Byrne_2013,Ravenswood_Slough,Ravenswood_Slough_1
cores,Watson_and_Byrne_2013,Ravenswood_Slough,Ravenswood_Slough_2
cores,Watson_and_Byrne_2013,South_Belmont,South_Belmont_Slough_1
cores,Watson_and_Byrne_2013,South_Belmont,South_Belmont_Slough_2
cores,Watson_and_Byrne_2013,Triangle_Marsh,Triangle_Marsh_1
cores,Watson_and_Byrne_2013,Triangle_Marsh,Triangle_Marsh_2
cores,Vaughn_et_al_2020,St_Augustine,St_Augustine_Mangrove
cores,Vaughn_et_al_2020,St_Augustine,St_Augustine_Salt_Marsh
cores,Vaughn_et_al_2020,St_Augustine,St_Augustine_Transition
cores,Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove
cores,Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Salt_Marsh
cores,Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Transition
cores,Vaughn_et_al_2020,Waccasassa_Bay,Waccasassa_Bay_Mangrove_replicate
cores,Trettin_et_al_2017,1001,1001_1
cores,Trettin_et_al_2017,1001,1001_2
cores,Trettin_et_al_2017,1001,1001_3
cores,Trettin_et_al_2017,1001,1001_4
cores,Trettin_et_al_2017,1001,1001_5
cores,Trettin_et_al_2017,1079,1079_1
cores,Trettin_et_al_2017,1079,1079_2
cores,Trettin_et_al_2017,1079,1079_3
cores,Trettin_et_al_2017,1079,1079_4
cores,Trettin_et_al_2017,1079,1079_5
cores,Trettin_et_al_2017,1113,1113_1
cores,Trettin_et_al_2017,1113,1113_2
cores,Trettin_et_al_2017,1113,1113_3
cores,Trettin_et_al_2017,1113,1113_4
cores,Trettin_et_al_2017,1130,1130_1
cores,Trettin_et_al_2017,1130,1130_2
cores,Trettin_et_al_2017,1130,1130_3
cores,Trettin_et_al_2017,1130,1130_4
cores,Trettin_et_al_2017,1130,1130_5
cores,Trettin_et_al_2017,1216,1216_1
cores,Trettin_et_al_2017,1216,1216_2
cores,Trettin_et_al_2017,1216,1216_3
cores,Trettin_et_al_2017,1216,1216_4
cores,Trettin_et_al_2017,1216,1216_5
cores,Trettin_et_al_2017,1219,1219_1
cores,Trettin_et_al_2017,1219,1219_2
cores,Trettin_et_al_2017,1219,1219_3
cores,Trettin_et_al_2017,1219,1219_4
cores,Trettin_et_al_2017,1219,1219_5
cores,Trettin_et_al_2017,1254,1254_1
cores,Trettin_et_al_2017,1254,1254_2
cores,Trettin_et_al_2017,1254,1254_3
cores,Trettin_et_al_2017,1254,1254_4
cores,Trettin_et_al_2017,1254,1254_5
cores,Trettin_et_al_2017,1285,1285_1
cores,Trettin_et_al_2017,1285,1285_2
cores,Trettin_et_al_2017,1285,1285_3
cores,Trettin_et_al_2017,1285,1285_4
cores,Trettin_et_al_2017,1285,1285_5
cores,Trettin_et_al_2017,13,13_1
cores,Trettin_et_al_2017,13,13_2
cores,Trettin_et_al_2017,13,13_3
cores,Trettin_et_al_2017,13,13_4
cores,Trettin_et_al_2017,13,13_5
cores,Trettin_et_al_2017,13,13_6
cores,Trettin_et_al_2017,1305,1305_1
cores,Trettin_et_al_2017,1305,1305_4
cores,Trettin_et_al_2017,1314,1314_1
cores,Trettin_et_al_2017,1314,1314_2
cores,Trettin_et_al_2017,1314,1314_3
cores,Trettin_et_al_2017,1314,1314_4
cores,Trettin_et_al_2017,1314,1314_5
cores,Trettin_et_al_2017,1317,1317_1
cores,Trettin_et_al_2017,1317,1317_2
cores,Trettin_et_al_2017,1317,1317_3
cores,Trettin_et_al_2017,1317,1317_4
cores,Trettin_et_al_2017,1317,1317_5
cores,Trettin_et_al_2017,1359,1359_1
cores,Trettin_et_al_2017,1359,1359_2
cores,Trettin_et_al_2017,1359,1359_3
cores,Trettin_et_al_2017,1359,1359_4
cores,Trettin_et_al_2017,1359,1359_5
cores,Trettin_et_al_2017,1361,1361_1
cores,Trettin_et_al_2017,1361,1361_2
cores,Trettin_et_al_2017,1361,1361_3
cores,Trettin_et_al_2017,1361,1361_4
cores,Trettin_et_al_2017,1361,1361_5
cores,Trettin_et_al_2017,1382,1382_1
cores,Trettin_et_al_2017,1382,1382_2
cores,Trettin_et_al_2017,1382,1382_3
cores,Trettin_et_al_2017,1382,1382_4
cores,Trettin_et_al_2017,1382,1382_5
cores,Trettin_et_al_2017,15,15_1
cores,Trettin_et_al_2017,15,15_2
cores,Trettin_et_al_2017,15,15_6
cores,Trettin_et_al_2017,16,16_1
cores,Trettin_et_al_2017,16,16_2
cores,Trettin_et_al_2017,16,16_3
cores,Trettin_et_al_2017,16,16_4
cores,Trettin_et_al_2017,16,16_5
cores,Trettin_et_al_2017,16,16_6
cores,Trettin_et_al_2017,17,17_1
cores,Trettin_et_al_2017,17,17_2
cores,Trettin_et_al_2017,17,17_3
cores,Trettin_et_al_2017,17,17_4
cores,Trettin_et_al_2017,17,17_5
cores,Trettin_et_al_2017,17,17_6
cores,Trettin_et_al_2017,25,25_2
cores,Trettin_et_al_2017,25,25_3
cores,Trettin_et_al_2017,25,25_4
cores,Trettin_et_al_2017,25,25_5
cores,Trettin_et_al_2017,25,25_6
cores,Trettin_et_al_2017,26,26_1
cores,Trettin_et_al_2017,26,26_2
cores,Trettin_et_al_2017,26,26_3
cores,Trettin_et_al_2017,26,26_4
cores,Trettin_et_al_2017,26,26_5
cores,Trettin_et_al_2017,26,26_6
cores,Trettin_et_al_2017,27,27_1
cores,Trettin_et_al_2017,27,27_2
cores,Trettin_et_al_2017,27,27_3
cores,Trettin_et_al_2017,27,27_5
cores,Trettin_et_al_2017,27,27_6
cores,Trettin_et_al_2017,29,29_1
cores,Trettin_et_al_2017,29,29_2
cores,Trettin_et_al_2017,29,29_3
cores,Trettin_et_al_2017,29,29_4
cores,Trettin_et_al_2017,29,29_5
cores,Trettin_et_al_2017,29,29_6
cores,Trettin_et_al_2017,32B,32B_1
cores,Trettin_et_al_2017,32B,32B_2
cores,Trettin_et_al_2017,32B,32B_3
cores,Trettin_et_al_2017,32B,32B_4
cores,Trettin_et_al_2017,32B,32B_5
cores,Trettin_et_al_2017,32B,32B_6
cores,Trettin_et_al_2017,35,35_1
cores,Trettin_et_al_2017,35,35_2
cores,Trettin_et_al_2017,35,35_3
cores,Trettin_et_al_2017,35,35_4
cores,Trettin_et_al_2017,35,35_5
cores,Trettin_et_al_2017,35,35_6
cores,Trettin_et_al_2017,36,36_1
cores,Trettin_et_al_2017,36,36_2
cores,Trettin_et_al_2017,36,36_3
cores,Trettin_et_al_2017,36,36_4
cores,Trettin_et_al_2017,36,36_5
cores,Trettin_et_al_2017,36,36_6
cores,Trettin_et_al_2017,37,37_1
cores,Trettin_et_al_2017,37,37_2
cores,Trettin_et_al_2017,37,37_3
cores,Trettin_et_al_2017,37,37_4
cores,Trettin_et_al_2017,37,37_5
cores,Trettin_et_al_2017,37,37_6
cores,Trettin_et_al_2017,806,806_1
cores,Trettin_et_al_2017,806,806_2
cores,Trettin_et_al_2017,806,806_3
cores,Trettin_et_al_2017,806,806_4
cores,Trettin_et_al_2017,806,806_5
cores,Trettin_et_al_2017,864,864_1
cores,Trettin_et_al_2017,864,864_2
cores,Trettin_et_al_2017,864,864_3
cores,Trettin_et_al_2017,864,864_4
cores,Trettin_et_al_2017,864,864_5
cores,Trettin_et_al_2017,9001,9001_1
cores,Trettin_et_al_2017,9001,9001_2
cores,Trettin_et_al_2017,9001,9001_3
cores,Trettin_et_al_2017,9001,9001_4
cores,Trettin_et_al_2017,9001,9001_5
cores,Trettin_et_al_2017,9002,9002_1
cores,Trettin_et_al_2017,9002,9002_2
cores,Trettin_et_al_2017,9002,9002_3
cores,Trettin_et_al_2017,9002,9002_4
cores,Trettin_et_al_2017,9003,9003_1
cores,Trettin_et_al_2017,9003,9003_2
cores,Trettin_et_al_2017,9003,9003_3
cores,Trettin_et_al_2017,9003,9003_4
cores,Trettin_et_al_2017,9003,9003_5
cores,Trettin_et_al_2017,9004,9004_1
cores,Trettin_et_al_2017,9004,9004_3
cores,Trettin_et_al_2017,9004,9004_4
cores,Trettin_et_al_2017,9004,9004_5
cores,Trettin_et_al_2017,9005,9005_1
cores,Trettin_et_al_2017,9005,9005_2
cores,Trettin_et_al_2017,9005,9005_3
cores,Trettin_et_al_2017,9005,9005_4
cores,Trettin_et_al_2017,9005,9005_5
cores,Trettin_et_al_2017,9006,9006_1
cores,Trettin_et_al_2017,9006,9006_2
cores,Trettin_et_al_2017,9006,9006_3
cores,Trettin_et_al_2017,9006,9006_5
cores,Trettin_et_al_2017,9007,9007_1
cores,Trettin_et_al_2017,9007,9007_2
cores,Trettin_et_al_2017,9007,9007_3
cores,Trettin_et_al_2017,9007,9007_4
cores,Trettin_et_al_2017,9007,9007_5
cores,Trettin_et_al_2017,9008,9008_1
cores,Trettin_et_al_2017,9008,9008_2
cores,Trettin_et_al_2017,9008,9008_3
cores,Trettin_et_al_2017,9008,9008_4
cores,Trettin_et_al_2017,9008,9008_5
cores,Trettin_et_al_2017,9009,9009_1
cores,Trettin_et_al_2017,9009,9009_2
cores,Trettin_et_al_2017,9009,9009_3
cores,Trettin_et_al_2017,9009,9009_4
cores,Trettin_et_al_2017,9009,9009_5
cores,Trettin_et_al_2017,9010,9010_1
cores,Trettin_et_al_2017,9010,9010_2
cores,Trettin_et_al_2017,9010,9010_3
cores,Trettin_et_al_2017,9010,9010_4
cores,Trettin_et_al_2017,9010,9010_5
cores,Trettin_et_al_2017,9011,9011_1
cores,Trettin_et_al_2017,9011,9011_2
cores,Trettin_et_al_2017,9011,9011_3
cores,Trettin_et_al_2017,9011,9011_4
cores,Trettin_et_al_2017,9011,9011_5
cores,Trettin_et_al_2017,9012,9012_1
cores,Trettin_et_al_2017,9012,9012_2
cores,Trettin_et_al_2017,9012,9012_3
cores,Trettin_et_al_2017,9012,9012_4
cores,Trettin_et_al_2017,9012,9012_5
cores,Trettin_et_al_2017,9013,9013_1
cores,Trettin_et_al_2017,9013,9013_2
cores,Trettin_et_al_2017,9013,9013_3
cores,Trettin_et_al_2017,9013,9013_4
cores,Trettin_et_al_2017,9013,9013_5
cores,Trettin_et_al_2017,9014,9014_1
cores,Trettin_et_al_2017,9014,9014_2
cores,Trettin_et_al_2017,9014,9014_3
cores,Trettin_et_al_2017,9014,9014_4
cores,Trettin_et_al_2017,9014,9014_5
cores,Trettin_et_al_2017,9017,9017_1
cores,Trettin_et_al_2017,9017,9017_2
cores,Trettin_et_al_2017,9017,9017_3
cores,Trettin_et_al_2017,9017,9017_4
cores,Trettin_et_al_2017,9017,9017_5
cores,Trettin_et_al_2017,9018,9018_1
cores,Trettin_et_al_2017,9018,9018_2
cores,Trettin_et_al_2017,9018,9018_3
cores,Trettin_et_al_2017,9018,9018_4
cores,Trettin_et_al_2017,9018,9018_5
cores,Trettin_et_al_2017,9019,9019_1
cores,Trettin_et_al_2017,9019,9019_2
cores,Trettin_et_al_2017,9019,9019_3
cores,Trettin_et_al_2017,9019,9019_4
cores,Trettin_et_al_2017,9019,9019_5
cores,Trettin_et_al_2017,9020,9020_1
cores,Trettin_et_al_2017,9020,9020_2
cores,Trettin_et_al_2017,9020,9020_3
cores,Trettin_et_al_2017,9020,9020_4
cores,Trettin_et_al_2017,9020,9020_5
cores,Trettin_et_al_2017,9021,9021_1
