"ID","TREEID","COMPID","BIOMASS","EQID","C_CONT","C_CONCID","NOTES"
47330,23478,1,50.51,41,25.25,8,
47331,23478,7,2.28,5,0.89,6,
47332,23479,1,81.31,41,40.65,8,
47333,23479,7,3.82,5,1.49,6,
47334,23480,1,83.08,41,41.54,8,
47335,23480,7,3.91,5,1.52,6,
47336,23481,1,36.02,41,18.01,8,
47337,23481,7,1.58,5,0.61,6,
47338,23482,1,36.02,41,18.01,8,
47339,23482,7,1.58,5,0.61,6,
47340,23483,1,34.94,41,17.47,8,
47341,23483,7,1.53,5,0.59,6,
47342,23484,1,13.29,41,6.65,8,
47343,23484,7,0.54,5,0.21,6,
47344,23485,1,11.55,41,5.77,8,
47345,23485,7,0.46,5,0.18,6,
